ID,Species,Source,Sex,Site,Lat,Lon,Date,Observation,BM,SVL,Tail,BP,TP,FLP,HLP,ILL,TestesW,TestesL,TestesM,Follicules,FolliculesM,ClutchM,FolliculeD,FatBody
351,merianae,hunted,female,A,NA,NA,11/24/2009,NA,1.1,31,49,20.5,12,6.5,5.5,14,NA,NA,NA,NA,NA,NA,NA,NA
353,merianae,hunted,female,A,NA,NA,11/24/2009,NA,0.6,27.5,50.5,18,10.5,4.5,7.5,12,NA,NA,NA,NA,NA,NA,NA,NA
355,merianae,hunted,female,D,NA,NA,11/27/2009,NA,1.5,37.5,35,25,15,6.5,11.5,18.5,NA,NA,NA,42,4.22,,0.96,136.23
362,merianae,hunted,female,C,NA,NA,11/27/2009,NA,1.5,37,62,24,14,7,10,18,NA,NA,NA,NA,NA,NA,NA,118.43
365,merianae,hunted,female,C,NA,NA,11/27/2009,NA,0.5,31,25,16.5,11,5.5,8.5,15,NA,NA,NA,,0.19,,0.25,9.08
367,merianae,hunted,female,C,NA,NA,11/27/2009,NA,0.45,29,10.5,16.5,11.5,5,8.5,13.5,NA,NA,NA,NA,0.34,NA,0.36,2.61
369,merianae,hunted.longcautivity,female,A,NA,NA,12/7/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.58,NA,NA,68.62
371,merianae,hunted.longcautivity,female,A,NA,NA,12/7/2009,NA,1.6,37,17,25,15,7,11,18,NA,NA,NA,34,32.3,NA,1.66,64.87
374,merianae,hunted.longcautivity,female,A,NA,NA,12/7/2009,NA,1.6,36,56,25,14.5,7,11.5,18,NA,NA,NA,52,6.09,NA,0.91,73.29
375,merianae,hunted.longcautivity,female,A,NA,NA,12/7/2009,NA,2.3,40.5,63,30,16,7,12,21,NA,NA,NA,42,213.41,NA,2.84,57.75
376,merianae,hunted.longcautivity,female,A,NA,NA,12/7/2009,NA,1.9,39,69,29,15,7,11.5,18,NA,NA,NA,30,132.33,NA,2.75,24.87
381,rufescens,hunted,female,D,NA,NA,12/7/2009,NA,0.4,25.5,46,14,9.5,4,7,12,NA,NA,NA,47,0.19,NA,0.27,4.65
382,merianae,hunted,female,C,NA,NA,12/7/2009,NA,1.35,37.5,34.5,26,13,6.5,10,17,NA,NA,NA,NA,NA,NA,NA,NA
384,merianae,hunted,female,C,NA,NA,12/7/2009,NA,1.35,35.5,33,24,13.5,6.5,10,17,NA,NA,NA,NA,NA,NA,NA,27.55
386,merianae,hunted,female,C,NA,NA,12/7/2009,NA,1.05,32,60,20,12,5,9,15,NA,NA,NA,19,7.62,NA,0.97,22.58
389,merianae,hunted,female,C,NA,NA,12/7/2009,NA,1.2,36,63,21,13.5,6.5,10,17,NA,NA,NA,NA,NA,NA,NA,14.58
392,merianae,hunted.longcautivity,female,C,NA,NA,12/16/2009,NA,1.6,37.5,85,23,16,7.5,12,17,NA,NA,NA,NA,NA,NA,NA,12.72
395,merianae,hunted,female,C,NA,NA,12/23/2009,NA,1.25,34.5,19,27,13,6.5,9,16.5,NA,NA,NA,33,136.16,NA,NA,9.05
396,merianae,hunted,female,C,NA,NA,12/23/2009,NA,1.8,38,66,24,15,7.5,11,19,NA,NA,NA,NA,0.38,NA,NA,5.69
398,merianae,hunted,female,C,NA,NA,12/23/2009,NA,1.2,34.5,59,17,14,6,10.5,21,NA,NA,NA,NA,0.53,NA,0.39,25.25
399,merianae,hunted,female,C,NA,NA,12/23/2009,NA,1,32,50.5,18,13,6.5,10,16,NA,NA,NA,NA,0.4,NA,0.28,1.86
402,merianae,hunted,female,A,"31º33,541'","63º 30,925'",1/13/2010,NA,2.2,38,57,28,15.5,7.5,11.5,15,NA,NA,NA,15,4.53,NA,0.87,83.88
404,merianae,hunted.longcautivity,female,C,NA,NA,1/19/2010,NA,1.3,36,30,22,14.5,6,10,17,NA,NA,NA,NA,0.6,NA,0.33,52.2
406,merianae,hunted.longcautivity,female,C,NA,NA,1/19/2010,NA,0.7,27.5,53,16,11.5,5,8,13,NA,NA,NA,NA,0.05,NA,0.25,2.75
407,merianae,hunted,female,A,"31º27,250'","63º20,247'",1/21/2010,NA,1.9,37.5,48.5,24,16,7.5,12,16.5,NA,NA,NA,NA,0.58,NA,0.33,66.56
410,merianae,hunted,female,A,"31º29,091'","63º20,497'",1/21/2010,NA,1.95,38.5,47,24.5,16,7.5,12,17.5,NA,NA,NA,NA,1.19,NA,0.36,141.82
412,merianae,hunted,female,A,"31º36,933'","63º38,705'",1/28/2010,NA,1.6,37,64,22.5,15,7,11,17.5,NA,NA,NA,NA,0.48,NA,0.34,42.53
413,merianae,hunted,female,A,"31º43,712'","63º44,308",1/28/2010,NA,1.85,41,60,25,15.5,7,11,21,NA,NA,NA,NA,0.36,NA,NA,17.7
414,merianae,hunted,female,A,NA,NA,1/28/2010,NA,1.3,33,59,24,14.5,6.5,11,15.5,NA,NA,NA,NA,0.47,NA,0.29,83.91
418,merianae,hunted,female,C,NA,NA,2/9/2010,NA,2.15,41.5,62,26,16,7.5,12,18.5,NA,NA,NA,NA,1.4,NA,0.35,128.77
419,merianae,hunted,female,C,NA,NA,2/9/2010,NA,1.25,35,63,22,14,6,10.5,16.5,NA,NA,NA,NA,0.41,NA,0.34,24.9
423,rufescens,hunted,female,A,"31º17,632´","63º43,831´",2/9/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,merianae,hunted.longcautivity,female,A,NA,NA,2/25/2010,NA,2.3,39.5,68,27,18,7,12.5,19.5,NA,NA,NA,NA,0.72,NA,0.36,135.57
426,merianae,hunted.longcautivity,female,A,NA,NA,2/25/2010,NA,2.1,41,63,26.5,16,7.5,11.5,19,NA,NA,NA,NA,0.61,NA,0.36,34.87
429,merianae,hunted,female,C,NA,NA,2/25/2010,NA,1.45,34.5,11,26.5,17,7,11,14.5,NA,NA,NA,NA,1.04,NA,0.34,132.21
436,merianae,hunted,female,C,NA,NA,2/25/2010,NA,NA,32.5,47,20,13.5,6,10,16,NA,NA,NA,NA,0.23,NA,NA,11.06
438,merianae,hunted,female,A,NA,NA,3/4/2010,NA,1.85,37,64,25.5,16,7.5,11.5,16,NA,NA,NA,NA,0.62,NA,0.34,94.46
440,merianae,hunted,female,A,NA,NA,3/4/2010,NA,1.9,35.5,66,27.5,15.5,7.5,10.5,17.5,NA,NA,NA,NA,1.13,NA,0.38,175.66
441,merianae,hunted.longcautivity,female,A,NA,NA,3/4/2010,NA,2.3,42.5,55,27.5,16.5,8,12,19.5,NA,NA,NA,NA,0.81,NA,0.33,35.71
442,merianae,hunted,female,A,NA,NA,3/4/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,merianae,hunted,female,C,NA,NA,3/29/2010,NA,1.25,32.5,27,22,14,6,10.5,14.5,NA,NA,NA,NA,0.6,NA,0.36,64.48
444,merianae,hunted,female,C,NA,NA,3/29/2010,NA,1.95,34,62,27,16.5,7.5,11.5,18,NA,NA,NA,NA,0.9,NA,0.39,154.97
447,merianae,hunted,female,C,NA,NA,3/29/2010,NA,1.5,37,30,24.5,14,6,10,17,NA,NA,NA,NA,0.67,NA,0.4,80.39
454,merianae,hunted,female,A,NA,NA,10/13/2010,NA,1.75,38.5,58,25,16,7.5,11.5,19.5,NA,NA,NA,NA,NA,NA,NA,NA
458,merianae,hunted,female,A,NA,NA,10/13/2010,NA,1.05,31.5,59,21.5,13.5,6,10,14.5,NA,NA,NA,NA,NA,NA,NA,NA
463,merianae,hunted,female,A,NA,NA,10/13/2010,NA,1.7,36.5,42,26,16,7,11,18,NA,NA,NA,NA,NA,NA,NA,NA
467,merianae,hunted,female,A,NA,NA,10/13/2010,NA,1.35,35.5,62,22,14,6,10.5,17,NA,NA,NA,NA,NA,NA,NA,NA
468,merianae,hunted,female,A,NA,NA,10/13/2010,NA,2.45,41,68,31.5,17,8,12.5,19.5,NA,NA,NA,NA,NA,NA,NA,267.11
469,merianae,hunted,female,A,NA,NA,10/13/2010,NA,1.3,34,56,22.5,14.5,6.5,11,15,NA,NA,NA,NA,NA,NA,NA,NA
471,merianae,hunted,female,A,NA,NA,10/13/2010,NA,1,33,60,19.5,13,6,10,16,NA,NA,NA,NA,NA,NA,NA,NA
474,merianae,hunted,female,A,NA,NA,10/13/2010,NA,1.3,34,60,22.5,14,6,10.5,16,NA,NA,NA,NA,NA,NA,NA,NA
476,merianae,hunted,female,A,NA,NA,10/25/2010,NA,1.85,37.5,27.5,26.5,16,7.5,12,15.5,NA,NA,NA,NA,NA,NA,NA,NA
479,merianae,hunted,female,A,NA,NA,10/25/2010,NA,2.35,39,36.5,29,17.5,8,13,17,NA,NA,NA,NA,NA,NA,NA,NA
480,merianae,hunted,female,A,NA,NA,10/25/2010,NA,1.9,39,47,27.5,16,7.5,11.5,18,NA,NA,NA,NA,NA,NA,NA,NA
481,merianae,hunted,female,A,NA,NA,10/25/2010,NA,2.55,40.5,53,28.5,18,8,12.5,20,NA,NA,NA,NA,NA,NA,NA,NA
482,merianae,hunted,female,A,NA,NA,10/25/2010,NA,1.7,37,65,24.5,15.5,7,11.5,17,NA,NA,NA,NA,NA,NA,NA,NA
505,merianae,hunted.longcautivity,female,A,NA,NA,NA,NA,2.2,34,55,28.5,17,7.5,12,,NA,NA,NA,NA,NA,NA,NA,NA
511,merianae,hunted,female,A,NA,NA,11/4/2010,NA,1.7,36.5,64,25,16,7,11,17,NA,NA,NA,NA,NA,NA,NA,88.65
529,merianae,live,female,A,NA,NA,NA,NA,1.8,37,25,31,13,6.5,10.5,18,NA,NA,NA,NA,NA,NA,NA,55.93
530,merianae,live,female,A,NA,NA,NA,NA,3,43,75,32,18,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,merianae,live,female,A,NA,NA,NA,NA,2.8,42,44,37,14.5,8,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,merianae,live,female,A,NA,NA,NA,NA,2.1,38,15,32,15.5,7,11,19,NA,NA,NA,NA,NA,NA,NA,NA
551b,merianae,hunted.longcautivity,female,A,NA,NA,12/13/2010,pospostura,1.3,38,10,23,13,6.5,9.5,17,NA,NA,NA,NA,NA,NA,NA,NA
592,rufescens,hunted,female,E,NA,NA,1/13/2011,NA,1.3,34,58,22,13.5,6,10.5,15,NA,NA,NA,NA,NA,NA,NA,NA
593,rufescens,hunted,female,E,NA,NA,1/13/2011,NA,1.3,35,22,23,14,6.5,11,16,NA,NA,NA,NA,NA,NA,NA,NA
595,rufescens,hunted,female,E,NA,NA,1/13/2011,NA,0.65,30,43,18.5,11.5,5.5,8.5,15,NA,NA,NA,NA,NA,NA,NA,2.2
599,rufescens,hunted.longcautivity,female,E,NA,NA,1/25/2011,NA,0.8,30.5,54,18.5,12,5.5,9,14,NA,NA,NA,NA,NA,NA,NA,NA
605,rufescens,hunted,female,E,NA,NA,2/4/2011,NA,0.85,32.5,52,19.5,12.5,6.5,9,15,NA,NA,NA,NA,NA,NA,NA,NA
606,rufescens,hunted,female,E,NA,NA,2/4/2011,NA,1.25,33,48,21.5,14,6.5,11,15.5,NA,NA,NA,NA,NA,NA,NA,NA
613,merianae,hunted.longcautivity,female,A,NA,NA,3/15/2011,NA,1.7,38.5,24,25,16,7,11.5,18,NA,NA,NA,NA,NA,NA,NA,46.39
614,merianae,hunted.longcautivity,female,A,NA,NA,3/15/2011,NA,1.5,36,39,24,15.5,6.5,10.5,16.5,NA,NA,NA,NA,NA,NA,NA,60.44
616,rufescens,hunted,female,E,NA,NA,4/6/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,merianae,hunted,female,A,NA,NA,9/28/2011,NA,1.5,36,46,26,15,7,11.5,16.5,NA,NA,NA,NA,NA,NA,NA,151.51
621,merianae,hunted,female,A,NA,NA,9/28/2011,NA,1.75,37.5,66,25,15.5,7.5,12,17.5,NA,NA,NA,NA,NA,NA,NA,121.27
622,merianae,hunted,female,A,NA,NA,9/28/2011,NA,1.5,37,55,23,14.5,7,10.5,17.5,NA,NA,NA,NA,NA,NA,NA,46.49
629,merianae,hunted,female,A,NA,NA,10/4/2011,NA,1.6,35,44,23.5,16,7,11,17,NA,NA,NA,NA,NA,NA,NA,94.62
637,merianae,hunted.longcautivity,female,A,NA,NA,10/18/2011,NA,1.3,34,41,21.5,15,7,12,17,NA,NA,NA,NA,NA,NA,NA,43.65
644,merianae,hunted.longcautivity,female,A,NA,NA,10/18/2011,NA,1.75,39,66.5,25,15.5,7,12,18.5,NA,NA,NA,NA,NA,NA,NA,93.45
647,merianae,hunted.longcautivity,female,A,NA,NA,10/18/2011,NA,2.35,39,38,28.5,16.5,8,13,22.5,NA,NA,NA,NA,NA,NA,NA,137.52
649,merianae,hunted.longcautivity,female,A,NA,NA,10/26/2011,NA,1.75,39.5,65,25,15,7.5,11,18.5,NA,NA,NA,NA,NA,NA,NA,NA
651,merianae,hunted.longcautivity,female,A,NA,NA,10/26/2011,NA,1.5,37.5,52,23.5,14.5,7,10.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA
652,merianae,hunted.longcautivity,female,A,NA,NA,10/26/2011,NA,1.55,37,62,22.5,15,7,11,18,NA,NA,NA,NA,NA,NA,NA,NA
671,merianae,hunted,female,A,NA,NA,11/2/2011,NA,1.9,38,67,24.5,16,7,12,19.5,NA,NA,NA,NA,NA,NA,NA,NA
672,merianae,hunted,female,A,NA,NA,11/2/2011,NA,1.75,37.5,22,25,16,7.5,12,21.5,NA,NA,NA,NA,NA,NA,NA,NA
673,merianae,hunted,female,A,NA,NA,11/2/2011,NA,2.2,39.5,66,29,16.5,7.5,13,21,NA,NA,NA,NA,NA,NA,NA,NA
674,merianae,hunted,female,A,NA,NA,11/2/2011,NA,2.5,39.5,67,30,17.5,5.5,12,21,NA,NA,NA,NA,NA,NA,NA,NA
675,merianae,hunted,female,A,NA,NA,11/2/2011,NA,1.2,33,33,21.5,14,6.5,10,18,NA,NA,NA,NA,NA,NA,NA,NA
677,merianae,hunted,female,A,NA,NA,11/2/2011,NA,1.6,37,67,25.5,15,8.5,12.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA
678,merianae,hunted,female,A,NA,NA,11/2/2011,NA,1.8,39.5,31,28.5,16,8.5,12,19.5,NA,NA,NA,NA,NA,NA,NA,NA
680,merianae,roadkilled,female,B,"31º11´50,5´´","63º14´14,1´´",11/2/2011,NA,2.3,38.5,45,32,17.5,9,13.5,18.5,NA,NA,NA,NA,NA,NA,NA,5.36
682,rufescens,hunted,female,B,NA,NA,11/2/2011,NA,1.6,37,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,54
688,merianae,hunted.longcautivity,female,A,NA,NA,11/16/2011,NA,2.2,41,68,29,16.5,7.5,12,21,NA,NA,NA,NA,NA,NA,NA,NA
690,merianae,hunted,female,B,NA,NA,11/9/2011,NA,2.25,41,62,29,16.5,8,12.5,20.5,NA,NA,NA,NA,NA,NA,NA,50.5
695,merianae,hunted,female,B,NA,NA,11/9/2011,NA,2.2,41.5,32,28,18,8,13,19.5,NA,NA,NA,NA,NA,NA,NA,157.51
696,merianae,hunted,female,B,NA,NA,11/9/2011,NA,2.3,39,48.5,28,17.5,8,13,19,NA,NA,NA,NA,NA,NA,NA,145.98
699,rufescens,roadkilled,female,H,"30º58´39,1´´","63º04´10,8´´",11/16/2011,NA,1,33,38,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,40.31
700,merianae/rufescens,hunted,female,B,NA,NA,11/16/2011,NA,1.65,36,60,27,16,7,11.5,17.5,NA,NA,NA,NA,NA,NA,NA,106.15
701,merianae,hunted,female,B,NA,NA,11/16/2011,NA,1.95,40,67,29,16,7,12,20,NA,NA,NA,NA,NA,NA,NA,NA
702,merianae,hunted,female,B,NA,NA,11/16/2011,NA,1.8,37,68,27,16,7,12,18,NA,NA,NA,NA,NA,NA,NA,NA
711,merianae,hunted,female,A,NA,NA,11/16/2011,NA,1.4,37,32,25,14,6.5,10.5,17,NA,NA,NA,NA,NA,NA,NA,130.1
715,merianae,hunted,female,A,NA,NA,11/16/2011,NA,2,38,28,28,16,7.5,12,19,NA,NA,NA,NA,NA,NA,NA,NA
720,rufescens,hunted,female,E,NA,NA,11/22/2011,NA,1.2,33,59,23,12.5,6,10,19,NA,NA,NA,NA,NA,NA,NA,NA
723,rufescens,hunted,female,D,NA,NA,11/22/2011,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,rufescens,hunted,female,F,NA,NA,11/24/2011,NA,1.25,35,12,25,14.5,6,11,16.5,NA,NA,NA,NA,NA,NA,NA,24.03
729,rufescens,hunted,female,E,NA,NA,11/24/2011,NA,1.15,36.5,NA,25.5,NA,6.5,10.5,17.5,NA,NA,NA,NA,NA,NA,NA,27.25
731,rufescens,hunted,female,E,NA,NA,11/24/2011,measurements are after oviposition of 21 eggs (17 g each egg aprox),1,32.5,57.5,20,12,6,9,16,NA,NA,NA,NA,NA,NA,NA,NA
741,merianae/rufescens,hunted,female,B,NA,NA,12/2/2011,NA,1.7,37.5,19,25.5,15.5,7,11.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA
742,rufescens,hunted,female,B,NA,NA,12/2/2011,NA,1.9,37.5,34,27,15.5,7,11.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA
743,rufescens,hunted,female,B,NA,NA,12/2/2011,NA,1.95,39,63,29,14,7,11,19,NA,NA,NA,NA,NA,NA,NA,NA
745,merianae,hunted,female,B,NA,NA,12/2/2011,NA,2.25,40,46,32,17.5,7.5,12.5,19,NA,NA,NA,NA,NA,NA,NA,NA
747,merianae,hunted.longcautivity,female,A,NA,NA,12/2/2011,NA,1.45,38,59,20.5,13,7,10,18,NA,NA,NA,NA,NA,NA,NA,39.1
748,merianae,hunted.longcautivity,female,A,NA,NA,12/2/2011,NA,1.25,38,15,20,14,6.5,10,19,NA,NA,NA,NA,NA,NA,NA,17.28
750,merianae,hunted.longcautivity,female,A,NA,NA,12/2/2011,NA,1.45,39.5,62,22,12.5,6.5,9.5,19.5,NA,NA,NA,NA,NA,NA,NA,36.06
751,merianae/rufescens,hunted.longcautivity,female,A,NA,NA,12/2/2011,NA,1.7,39,14,28,14.5,7,11,18,NA,NA,NA,NA,NA,NA,NA,NA
752,merianae/rufescens,hunted.longcautivity,female,A,NA,NA,12/2/2011,NA,1.45,37.5,65,23,14.5,6.5,10.5,18,NA,NA,NA,NA,NA,NA,NA,20.84
754,rufescens,hunted.longcautivity,female,A,NA,NA,12/2/2011,NA,1.1,34,56,20.5,13,5.5,9.5,17,NA,NA,NA,NA,NA,NA,NA,NA
761,merianae,hunted,female,A,NA,NA,12/2/2011,NA,1.6,37,65,22.5,14.5,6.5,10.5,19,NA,NA,NA,NA,NA,NA,NA,NA
767,merianae,hunted.longcautivity,female,A,NA,NA,1/5/2012,"Body mass before ovipistion 2,7 kg, diam body 38 cm",1.8,42,24,23,14.5,7,11,21,NA,NA,NA,NA,NA,NA,NA,NA
768,merianae,hunted.longcautivity,female,A,NA,NA,1/5/2012,"Body mass before ovipistion 2,2 kg, diam body 31 cm",1.3,39,38,21.5,12.5,6,10,19,NA,NA,NA,NA,NA,NA,NA,NA
769,merianae,hunted.longcautivity,female,A,NA,NA,1/5/2012,"Body mass before ovipistion 2,2 kg, diam body 33 cm",1.4,38.5,33,20.5,13,6.5,11,18.5,NA,NA,NA,NA,NA,NA,NA,NA
770,merianae,hunted.longcautivity,female,A,NA,NA,NA,"Body mass before ovipistion 1,9 kg, diam body 29,5 cm",1.9,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.37
775,merianae,hunted.longcautivity,female,C,NA,NA,12/6/2011,NA,1.15,33,14.5,20,13.5,6,10,15,NA,NA,NA,NA,NA,NA,NA,NA
776,merianae,hunted.longcautivity,female,C,NA,NA,12/6/2011,NA,1.5,36,18,26,13,6,10,19.5,NA,NA,NA,NA,NA,NA,NA,NA
777,merianae,hunted.longcautivity,female,C,NA,NA,12/6/2011,NA,2,38,56,25,15.5,8,11.5,19,NA,NA,NA,NA,NA,NA,NA,NA
780,rufescens,hunted,female,E,NA,NA,12/19/2011,NA,0.4,31,40,15,9.5,4,7,15,NA,NA,NA,NA,NA,NA,NA,NA
783,merianae,hunted.longcautivity,female,A,NA,NA,12/20/2011,Corpora.lutea,1.3,37.5,66,21.5,13,6.5,10,18.5,NA,NA,NA,NA,NA,NA,NA,NA
784,merianae,hunted.longcautivity,female,A,NA,NA,12/20/2011,Corpora.lutea,1.2,35,55,20.5,13.5,6,9.5,17,NA,NA,NA,NA,NA,NA,NA,NA
785,merianae,hunted.longcautivity,female,A,NA,NA,12/20/2011,Corpora.lutea,1.45,39,63,21,13,6.5,10,19,NA,NA,NA,NA,NA,NA,NA,NA
789,merianae,hunted.longcautivity,female,A,NA,NA,12/20/2011,NA,0.95,33.5,48,18,12.5,6,9,16.5,NA,NA,NA,NA,NA,NA,NA,4.3
790,rufescens,hunted.longcautivity,female,A,NA,NA,12/20/2011,NA,0.65,31,14,17.5,11,5,8,16,NA,NA,NA,NA,NA,NA,NA,1.67
792,merianae,hunted.longcautivity,female,A,NA,NA,12/20/2011,NA,1.15,34.5,57,19,13.5,6,9.5,17,NA,NA,NA,NA,NA,NA,NA,NA
793,merianae,hunted.longcautivity,female,A,NA,NA,12/20/2011,Corpora.lutea,1.65,40.5,67,22.5,14.5,7,10.5,20.5,NA,NA,NA,NA,NA,NA,NA,NA
794,merianae,hunted.longcautivity,female,A,NA,NA,12/20/2011,NA,1.25,35.5,60,20,13,6,9.5,18,NA,NA,NA,NA,NA,NA,NA,NA
795,merianae,hunted.longcautivity,female,A,NA,NA,12/20/2011,NA,1.4,37.5,17,27,14,7,10,18,NA,NA,NA,NA,NA,NA,NA,NA
800,rufescens,hunted,female,B,NA,NA,12/29/2011,NA,1.5,35.5,57,24,15,7,11,16.5,NA,NA,NA,NA,NA,NA,NA,21.63
801,merianae,hunted,female,C,NA,NA,1/5/2012,NA,1.25,34,46,20.5,13,6,10,17.5,NA,NA,NA,NA,NA,NA,NA,NA
806,merianae,hunted,female,B,NA,NA,1/5/2012,NA,1.5,40.5,39,22.5,14,7,10.5,19.5,NA,NA,NA,NA,NA,NA,NA,NA
807,merianae,hunted,female,B,NA,NA,1/5/2012,NA,2.45,43,42,22,13.5,6.5,11,22,NA,NA,NA,NA,NA,NA,NA,NA
817,rufescens,hunted.longcautivity,female,E,NA,NA,2/29/2012,NA,0.9,32,57,19,12,5.5,8.5,15,NA,NA,NA,NA,NA,NA,NA,NA
818,rufescens,hunted.longcautivity,female,E,NA,NA,2/29/2012,NA,0.6,28,16,16,11.5,5,7.5,14,NA,NA,NA,NA,NA,NA,NA,NA
819,rufescens,hunted.longcautivity,female,E,NA,NA,2/29/2012,NA,0.6,28,50,16,11.5,5,8,13.5,NA,NA,NA,NA,NA,NA,NA,20.95
823,merianae,hunted.longcautivity,female,A,NA,NA,2/29/2012,NA,2.7,42.5,50,31,17,7.5,12,20,NA,NA,NA,NA,NA,NA,NA,NA
824,merianae,hunted.longcautivity,female,A,NA,NA,2/29/2012,NA,1.3,36.5,20,23,13.5,6,10,18,NA,NA,NA,NA,NA,NA,NA,NA
826,merianae,hunted.longcautivity,female,A,NA,NA,2/29/2012,NA,1.2,35,57,20,13.5,6.5,10,16.5,NA,NA,NA,NA,NA,NA,NA,NA
828,merianae,hunted.longcautivity,female,A,NA,NA,2/29/2012,NA,1.35,36.5,11,22,14.5,7.5,10.5,17,NA,NA,NA,NA,NA,NA,NA,NA
830,merianae,hunted.longcautivity,female,A,NA,NA,2/29/2012,NA,0.95,32,42.5,20,12.5,6,9.5,14,NA,NA,NA,NA,NA,NA,NA,20.21
833,merianae,hunted.longcautivity,female,A,NA,NA,2/29/2012,NA,1.4,36,61,24,14.5,7.5,11.5,15.5,NA,NA,NA,NA,NA,NA,NA,58.11
834,merianae,hunted.longcautivity,female,A,NA,NA,2/29/2012,NA,1.2,37,60,21,13,6,9.5,18,NA,NA,NA,NA,NA,NA,NA,NA
837,merianae,hunted.longcautivity,female,A,NA,NA,2/29/2012,NA,0.5,17.5,51,14.5,10.5,5,9,12.5,NA,NA,NA,NA,NA,NA,NA,NA
839,merianae,hunted.longcautivity,female,A,NA,NA,2/29/2012,NA,2.2,40,63,25,16.5,7.5,11.5,18,NA,NA,NA,NA,NA,NA,NA,NA
841,merianae,hunted,female,A,NA,NA,2/29/2012,NA,0.45,25.5,34,15,10,4.5,7,12.5,NA,NA,NA,NA,NA,NA,NA,NA
2,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.1,41,70,25.5,17,8.6,12,NA,1.84,2.56,3.595,NA,NA,NA,NA,22.78
3,rufescens,hunted,male,A,NA,NA,10/18/2008,NA,2.35,41,65,28,18,9,14,NA,1.735,2.11,2.545,NA,NA,NA,NA,75.08
4,merianae,hunted,male,A,NA,NA,10/18/2008,NA,3.5,43,70,30,19.5,9,13,NA,1.74,2.475,3.37,NA,NA,NA,NA,135.25
5,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2,39,70,26,16,13,7.4,NA,1.77,1.915,2.7,NA,NA,NA,NA,59.9
6,merianae,hunted,male,A,NA,NA,10/18/2008,NA,3.65,42.5,49,36,20,10,15.5,NA,2.27,3.02,6.56,NA,NA,NA,NA,185.7
7,merianae,hunted,male,A,NA,NA,10/18/2008,NA,3,44,46.5,30,19,10,14,NA,1.76,2.52,3.095,NA,NA,NA,NA,88.97
9,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.65,41,46,27.5,17,9,14,NA,1.81,2.62,4.265,NA,NA,NA,NA,25.56
10,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.9,42.5,63.5,28,18.5,9.5,14,NA,1.81,2.92,4.505,NA,NA,NA,NA,91.78
11,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.7,42,57,28.5,17.5,9,13.5,NA,1.71,2.585,3.46,NA,NA,NA,NA,130.18
12,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.8,43,73,28,19,9,12.5,NA,1.49,2.25,1.965,NA,NA,NA,NA,80.51
14,rufescens,hunted,male,A,NA,NA,10/18/2008,NA,2.65,46,74,26,17,9,14,NA,1.67,2.29,2.16,NA,NA,NA,NA,36.04
15,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.2,39.5,72,25.5,17,8.5,12.5,NA,1.71,2.48,3.15,NA,NA,NA,NA,85.83
16,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.5,41,59,30,17.5,8.5,13.5,NA,1.51,2.045,1.61,NA,NA,NA,NA,146.34
17,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.4,39.5,59.5,28.5,17.5,9,14,NA,1.63,2.3,2.63,NA,NA,NA,NA,132.8
18,merianae,hunted,male,A,NA,NA,10/18/2008,NA,3.1,46,68,31,19,10,15,NA,1.84,2.45,3.22,NA,NA,NA,NA,117.39
23,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.6,42,57.5,28.5,18,8.5,13.5,NA,2.27,2.81,5.63,NA,NA,NA,NA,131.04
26,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2,41,72,25,16,7.5,11.5,NA,2.32,3.23,6.63,NA,NA,NA,NA,62.1
28,merianae,hunted,male,A,NA,NA,10/18/2008,NA,3.1,45,77,30,18,9.5,14,NA,2.09,2.88,5.055,NA,NA,NA,NA,105.63
29,merianae,hunted,male,A,NA,NA,10/18/2008,NA,2.2,40.5,50.5,28,17,8,12.5,NA,1.68,2.305,2.445,NA,NA,NA,NA,108.57
