ID,Species,Source,Sex,Site,Lat,Lon,Date,Observation,BM,SVL,Tail,BP,TP,FLP,HLP,ILL,TestesW,TestesL,TestesM,Follicules,FolliculesM,ClutchM,FolliculeD,FatBody
360,merianae,hunted,male,C,NA,NA,11/27/2009,Yes.sperm,1.4,38,28,21,15,7,10,16.5,1.61,2.04,2.19,NA,NA,NA,NA,25.22
361,merianae,hunted,male,C,NA,NA,11/27/2009,Yes.sperm,1.7,39,12.5,24,16.5,7.5,12,18,1.74,2.5,3.05,NA,NA,NA,NA,49.04
363,merianae,hunted,male,C,NA,NA,11/27/2009,Yes.sperm,4.2,49,7.5,33,20.5,10,14.5,19.5,2.08,2.96,5.65,NA,NA,NA,NA,115.77
364,merianae,hunted,male,C,NA,NA,11/27/2009,Yes.sperm,0.85,32,14.5,19,13,5.5,9,15,1.37,1.95,1.38,NA,NA,NA,NA,11.36
366,merianae,hunted,male,C,NA,NA,11/27/2009,No.sperm,0.4,31,15,15.5,11,5.5,8,14,1.2,1.6,0.93,NA,NA,NA,NA,2.78
368,merianae,roadkilled,male,C,NA,NA,11/27/2009,Yes.sperm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,merianae,hunted.longcautivity,male,A,NA,NA,12/7/2009,Yes.sperm,2.55,43,62,28,17,9,14,22,1.89,2.57,3.62,NA,NA,NA,NA,2.07
372,merianae,hunted.longcautivity,male,A,NA,NA,12/7/2009,No.sperm,2.7,41,68,28,17,8.5,13,18,1,1.63,0.76,NA,NA,NA,NA,153.16
373,merianae,hunted.longcautivity,male,A,NA,NA,12/7/2009,Yes.sperm,1.7,37.5,68.5,24.5,15,7,11,16,1.66,2.57,2.64,NA,NA,NA,NA,12.71
377,merianae,hunted,male,A,NA,NA,12/7/2009,Yes.sperm,1.7,38,65,22.5,15.5,7,11,16,1.51,2.18,2.03,NA,NA,NA,NA,12.88
378,merianae,hunted,male,A,NA,NA,12/7/2009,Yes.sperm,1.7,37,49,21,15,7.5,11.5,18,1.76,2.35,3,NA,NA,NA,NA,4.5
379,merianae,hunted,male,A,NA,NA,12/7/2009,No.sperm,1.55,36,63,25,15,7.5,11,15,NA,NA,NA,NA,NA,NA,NA,NA
380,rufescens,hunted,male,D,NA,NA,12/7/2009,No.sperm,1.1,30,39.5,22.5,11.5,5.5,8.5,14.5,0.98,1.44,0.55,NA,NA,NA,NA,168.54
383,merianae,hunted,male,C,NA,NA,12/7/2009,Yes.sperm,1.15,35,14,20.5,13.5,6.5,9.5,15.5,1.81,2.27,2.37,NA,NA,NA,NA,4.63
385,merianae,hunted,male,C,NA,NA,12/7/2009,Yes.sperm,2.7,42,42,27,17.5,9,12.5,19.5,1.89,2.46,3.36,NA,NA,NA,NA,5.6
387,merianae,hunted,male,C,NA,NA,12/7/2009,Yes.sperm,1.2,33,35,21,13,6,9.5,14.5,1.61,2.59,2.45,NA,NA,NA,NA,15.65
388,merianae,hunted,male,C,NA,NA,12/7/2009,Yes.sperm,1.2,34,45,21,13.5,6,10,16.5,1.5,2.18,1.84,NA,NA,NA,NA,12.49
390,merianae,hunted,male,C,NA,NA,12/7/2009,Yes.sperm,1.9,39,61,26,15.5,7.5,11.5,17,1.68,2.58,2.8,NA,NA,NA,NA,15.05
391,merianae,hunted.longcautivity,male,C,NA,NA,12/16/2009,Yes.sperm,2.75,44,32,27,17.5,8,13,20.5,2.02,2.66,3.98,NA,NA,NA,NA,34.82
393,merianae,hunted.longcautivity,male,C,NA,NA,12/23/2009,No.sperm,0.7,29,53,17,11.5,5.5,8.5,14,0.75,1.32,0.3,NA,NA,NA,NA,3
394,merianae,hunted.longcautivity,male,C,NA,NA,12/23/2009,No.sperm,0.5,29,15.5,16,10.5,5,7.5,13.5,0.49,0.88,0.09,NA,NA,NA,NA,NA
397,merianae,hunted,male,C,NA,NA,12/23/2009,Yes.sperm,1.45,36,27,24,15,6.5,10.5,17,1.59,1.96,1.76,NA,NA,NA,NA,33.52
400,merianae,hunted,male,C,NA,NA,12/23/2009,No.sperm,0.6,27,49,18.5,11.5,5,8.5,13,0.55,1.08,0.13,NA,NA,NA,NA,3.15
401,merianae,hunted,male,C,NA,NA,12/23/2009,No.sperm,0.35,24,11,15,10.5,4.5,7.5,11.5,NA,NA,0.05,NA,NA,NA,NA,1.82
403,merianae,hunted,male,A,"31º47,816'","63º 32,998'",1/13/2010,No.sperm,1.85,37,51,25,16,7,11,17,1.15,1.49,0.63,NA,NA,NA,NA,45.02
405,merianae,hunted.longcautivity,male,C,NA,NA,1/19/2010,Yes.sperm,1.55,37.5,58,23,15,7,10.5,16,0.94,1.67,0.54,NA,NA,NA,NA,28.18
408,merianae,hunted,male,A,"31º 27,250'","63º20,247'",1/21/2010,No.sperm,2.6,41,39,28,18,8,13,19,0.73,1.05,0.22,NA,NA,NA,NA,53.11
409,merianae,hunted,male,A,"31º27,494'","63º22,285'",1/21/2010,No.sperm,2.75,41,64,30,18.5,8.5,14,20,0.93,1.55,0.41,NA,NA,NA,NA,101.27
411,merianae,hunted,male,A,"32º29,091'","63º20,497'",1/21/2010,No.sperm,2.45,41,64,30,17.5,8,13,21,0.96,1.57,0.6,NA,NA,NA,NA,16.87
415,merianae,hunted,male,A,NA,NA,1/28/2010,No.sperm,2.9,46,71,28,18,8.5,13,22,0.84,1.39,0.33,NA,NA,NA,NA,42.15
416,rufescens,hunted,male,H,"30º49´42,5´´","65º16´04,7´´",2/3/2010,No.sperm,NA,32.5,54,23,12,5.5,9,15,NA,NA,NA,NA,NA,NA,NA,NA
417,rufescens,hunted,male,G,NA,NA,2/4/2010,No.sperm,0.8,32,57,16.5,12,5,8,15.5,NA,NA,NA,NA,NA,NA,NA,NA
420,merianae,hunted,male,C,NA,NA,2/9/2010,No.sperm,0.7,29,12,18.5,12.5,5.5,9,14.5,0.39,0.6,0.03,NA,NA,NA,NA,17.4
421,merianae,hunted,male,C,NA,NA,2/9/2010,NA,0.8,28.5,53,17,11,5,7.5,13,NA,NA,NA,NA,NA,NA,NA,NA
422,merianae,hunted,male,C,NA,NA,2/9/2010,NA,0.8,28,45,18,11,5,9,12.5,NA,NA,NA,NA,NA,NA,NA,NA
424,merianae,hunted.longcautivity,male,A,NA,NA,2/25/2010,No.sperm,2.85,44,50,31,18,8.5,14,19,1.09,1.6,0.65,NA,NA,NA,NA,199.07
427,merianae,hunted,male,A,"31º25,389´","63º10,632´",2/25/2010,No.sperm,1.7,36,49.5,25,16,7,11,16,0.75,1.37,0.3,NA,NA,NA,NA,21.12
430,merianae,hunted,male,C,NA,NA,2/25/2010,No.sperm,1.45,34.5,26,22.5,14.5,6.5,11,17,1.15,1.43,0.51,NA,NA,NA,NA,106.64
431,merianae,hunted,male,C,NA,NA,2/25/2010,NA,0.8,30,56,19.5,12,5,9.5,12.5,0.7,1.2,0.2,NA,NA,NA,NA,12.41
432,merianae,hunted,male,C,NA,NA,2/25/2010,No.sperm,1.45,34,25,24.5,15,6.5,10,16,1.12,1.5,0.5,NA,NA,NA,NA,52.75
433,merianae,hunted,male,C,NA,NA,2/25/2010,No.sperm,1.6,35.5,30,24.5,15,6.5,10.5,16.5,1.07,1.85,0.58,NA,NA,NA,NA,69.86
434,merianae,hunted,male,C,NA,NA,2/25/2010,NA,0.9,31,13,19,13,5.5,8.5,15,0.9,1.5,0.47,NA,NA,NA,NA,22.62
435,merianae,hunted,male,C,NA,NA,2/25/2010,No.sperm,0.7,30,38,17,12,5,8.5,13.5,0.52,0.88,0.07,NA,NA,NA,NA,3.48
437,merianae,hunted,male,A,NA,NA,3/4/2010,No.sperm,3.15,41.5,71,32,19,9,13,16,1.26,1.73,0.8,NA,NA,NA,NA,198.45
439,merianae,hunted,male,A,NA,NA,3/4/2010,No.sperm,1.8,38.5,49,24,16.5,8,11.5,15.5,0.87,1.45,0.36,NA,NA,NA,NA,16.48
445,merianae,hunted,male,C,NA,NA,3/29/2010,NA,0.75,32,12,19,12,6,9,15.5,0.54,0.8,0.08,NA,NA,NA,NA,3.57
446,merianae,hunted,male,C,NA,NA,3/29/2010,No.sperm,1.7,38,29,23.5,15.5,7.5,11,17,0.85,1.38,0.4,NA,NA,NA,NA,51.22
448,merianae,hunted,male,C,NA,NA,3/29/2010,NA,0.21,20,15,12.5,7.5,3.5,6,8,NA,NA,NA,NA,NA,NA,NA,NA
449,merianae,hunted,male,C,NA,NA,3/29/2010,NA,0.19,19,20,12,7.5,3.5,6,7,NA,NA,NA,NA,NA,NA,NA,NA
450,merianae,hunted,male,A,NA,NA,10/5/2010,NA,2.5,41.5,46,27.5,17.5,8.5,13,19,1.64,2.54,3.59,NA,NA,NA,NA,153.94
451,merianae,hunted,male,A,NA,NA,10/5/2010,NA,3.15,44,62,31,19,9.5,13.5,20.5,1.63,2.45,3.12,NA,NA,NA,NA,186.22
452,merianae,hunted,male,A,NA,NA,10/5/2010,NA,2.25,41,53.5,26,16.5,7.5,12,19,1.42,2.36,2.46,NA,NA,NA,NA,111.03
453,merianae,hunted,male,A,NA,NA,10/5/2010,NA,2.25,39.5,51.5,27.5,17.5,8,12,18,1.05,1.96,0.94,NA,NA,NA,NA,142.13
455,merianae,hunted,male,A,NA,NA,10/13/2010,NA,2.9,43,71,29,18.5,8.5,14,19,1.8,2.8,4.18,NA,NA,NA,NA,186.54
456,merianae,hunted,male,A,NA,NA,10/13/2010,NA,1.25,34.5,56.5,21.5,14.5,6.5,10,16.5,1.1,1.48,0.59,NA,NA,NA,NA,68.79
457,merianae,hunted,male,A,NA,NA,10/13/2010,NA,2,38,42,25,16.5,8.5,12.5,17,1.31,1.81,1.53,NA,NA,NA,NA,71.88
459,merianae,hunted,male,A,NA,NA,10/13/2010,NA,2.1,39.5,68,28,16.5,8,12,19,1.59,2.24,2.55,NA,NA,NA,NA,174.93
460,merianae,hunted,male,A,NA,NA,10/13/2010,NA,2.9,45,18,31,19.5,9,14,20,2.01,2.59,5.31,NA,NA,NA,NA,231.44
461,merianae,hunted,male,A,NA,NA,10/13/2010,NA,1.25,33,38,21.5,14,6.5,10.5,15,1.06,1.54,0.71,NA,NA,NA,NA,47.4
462,merianae,hunted,male,A,NA,NA,10/13/2010,NA,2.9,43,72,30.5,19.5,18.5,13.5,17.5,2.13,2.86,5.81,NA,NA,NA,NA,109.32
464,merianae,hunted,male,A,NA,NA,10/13/2010,NA,1.75,37.5,64,24.5,16,7.5,11,17.5,1.5,2.18,2.17,NA,NA,NA,NA,66.5
465,merianae,hunted,male,A,NA,NA,10/13/2010,NA,1.2,33,60,21,14.5,6.5,10.5,15,0.74,1.27,0.24,NA,NA,NA,NA,53.19
466,merianae,hunted,male,A,NA,NA,10/13/2010,NA,2.4,39,72,28.5,17.5,8.5,13,18.5,1.23,1.87,1.32,NA,NA,NA,NA,128.09
470,merianae,hunted,male,A,NA,NA,10/13/2010,NA,2,39,66,25,16.5,7.5,12,18,1.43,2.03,2.11,NA,NA,NA,NA,93.66
472,merianae,hunted,male,A,NA,NA,10/13/2010,NA,1.35,35,38,23,14.5,7,10.5,16.5,1.37,2,1.27,NA,NA,NA,NA,32.77
475,merianae,hunted,male,A,NA,NA,10/13/2010,NA,1.15,34,27,19,14,6.5,9.5,16.5,1.11,1.52,0.66,NA,NA,NA,NA,22.96
477,merianae,hunted,male,A,NA,NA,10/25/2010,NA,1.2,33.5,61,22.5,14,7,10,16,1.08,1.33,0.5,NA,NA,NA,NA,37.61
478,merianae,hunted,male,A,NA,NA,10/25/2010,NA,2,38,62,25,16.5,7.5,12.5,17.5,1.26,1.79,1.15,NA,NA,NA,NA,56.32
484,merianae,hunted,male,A,NA,NA,10/25/2010,NA,1.5,34,45,23,15,7,10.5,14.5,1.3,1.92,1.24,NA,NA,NA,NA,66.27
486,merianae,hunted,male,A,NA,NA,10/25/2010,NA,1.55,34.5,59,24,16,7.5,11,16,1.24,1.63,1.07,NA,NA,NA,NA,58.17
487,rufescens,hunted,male,E,NA,NA,10/29/2010,NA,2.2,41.5,65,26,17.5,8,12,17,1.91,2.8,4.69,NA,NA,NA,NA,31.15
488,rufescens,hunted,male,E,NA,NA,10/29/2010,NA,1.25,33.5,58,21,14,6.5,10,14.5,1.62,2.34,2.85,NA,NA,NA,NA,18.33
489,rufescens,hunted,male,E,NA,NA,10/29/2010,NA,2.25,42,55,25,17,8,12,19,2.04,3.3,6.61,NA,NA,NA,NA,41.85
491,rufescens,hunted,male,E,NA,NA,10/29/2010,NA,1.8,36.5,63,22.5,16.5,7,11.5,17,1.88,3.03,5.22,NA,NA,NA,NA,24.31
492,merianae,hunted.longcautivity,male,A,NA,NA,10/29/2010,NA,3.55,46,69,30,19.5,10,14,20.5,2.24,2.835,6.54,NA,NA,NA,NA,60.46
493,merianae,hunted.longcautivity,male,A,NA,NA,10/29/2010,NA,2.2,40.5,67,26,17,8.5,12,18,1.5,2.46,2.54,NA,NA,NA,NA,43.8
495,merianae,hunted.longcautivity,male,A,NA,NA,10/29/2010,NA,1.25,35.5,44,21.5,15,6.5,10.5,16.5,1.22,1.77,1.29,NA,NA,NA,NA,44.15
499,merianae,hunted.longcautivity,male,A,NA,NA,10/29/2010,NA,1.45,37,55,22,15.5,7,10.5,15.5,1.56,2.01,2.06,NA,NA,NA,NA,34.73
500,merianae,hunted.longcautivity,male,A,NA,NA,10/29/2010,NA,2.3,40,65,25.5,17,8.5,12,18.5,1.66,2.555,3.88,NA,NA,NA,NA,70.42
501,merianae,hunted.longcautivity,male,A,NA,NA,10/29/2010,NA,1.9,38.5,56,25,16.5,8.5,12,17.5,1.5,2.1,2.525,NA,NA,NA,NA,69.19
507,merianae,roadkilled,male,A,"31º36,972´","63º39,870´",11/4/2010,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,merianae,hunted,male,A,NA,NA,11/4/2010,NA,2.1,40,63,24.5,17,8,12,19,1.67,2.365,2.68,NA,NA,NA,NA,43.9
513,merianae,hunted,male,A,NA,NA,11/4/2010,NA,1.8,37,64,24.5,16,7,11.5,17.5,1.68,2.25,2.03,NA,NA,NA,NA,45.55
515,merianae,hunted,male,A,NA,NA,11/4/2010,NA,1.7,38.5,44,23,16.5,7.5,11.5,17,1.45,2.18,1.49,NA,NA,NA,NA,44.9
517b,rufescens,hunted.longcautivity,male,F,NA,NA,11/16/2010,NA,3.3,47.5,70,27,19,9,13.5,21,NA,NA,NA,NA,NA,NA,NA,NA
519,rufescens,hunted.longcautivity,male,E,NA,NA,11/16/2010,NA,2,40,71,24,16,8.5,11,18.5,1.66,2.505,2.835,NA,NA,NA,NA,46.6
520,rufescens,hunted.longcautivity,male,E,NA,NA,11/16/2010,NA,1.75,39.5,67,21.5,16,7.5,10.5,18,1.68,2.44,2.775,NA,NA,NA,NA,8.27
522,rufescens,hunted.longcautivity,male,E,NA,NA,11/16/2010,NA,0.9,30.5,54,19,13,5.5,8.5,14.5,1.4,1.75,1.35,NA,NA,NA,NA,15.02
523,merianae,hunted,male,A,NA,NA,11/16/2010,NA,2.75,44,31,29,18,9,13,19,2.2,2.8,3.99,NA,NA,NA,NA,21.74
524,merianae,hunted,male,A,NA,NA,11/16/2010,NA,1.85,40.5,66,23.5,16,7.5,12,17.5,1.75,2.4,3.195,NA,NA,NA,NA,32.88
525,merianae,hunted,male,A,NA,NA,11/16/2010,NA,2,38,69.5,25,16,7.5,12,15.5,1.72,2.56,2.755,NA,NA,NA,NA,49.13
534,merianae,hunted,male,A,NA,NA,11/29/2010,NA,2,40,57,24.5,16.5,7.5,12,17.5,1.93,2.58,3.345,NA,NA,NA,NA,50.4
535,merianae,hunted.longcautivity,male,A,NA,NA,11/29/2010,NA,2.15,42,69,26.5,17.5,8,12,18,1.98,2.885,4.47,NA,NA,NA,NA,33.28
536,merianae,hunted.longcautivity,male,A,NA,NA,11/29/2010,NA,1.95,38,59,24.5,16,7.5,11,16.5,1.33,1.84,1.045,NA,NA,NA,NA,69.82
538,merianae,hunted.longcautivity,male,A,NA,NA,11/29/2010,NA,1.25,35.5,61,20.5,14,7,10,15.5,1.89,2.5,3.105,NA,NA,NA,NA,13.64
539,merianae,hunted.longcautivity,male,A,NA,NA,11/29/2010,NA,1.8,40,67,24,16,8,11.5,17.5,1.77,2.35,2.475,NA,NA,NA,NA,35.18
541,merianae,hunted.longcautivity,male,A,NA,NA,11/29/2010,NA,1.6,36.5,55,21,15.5,7.5,11,17,1.7,2.175,2.645,NA,NA,NA,NA,15.19
542,merianae,hunted.longcautivity,male,A,NA,NA,11/29/2010,NA,1.55,36.5,68,24,15.5,7,11,17,1.79,2.385,2.935,NA,NA,NA,NA,9.18
545,merianae,hunted.longcautivity,male,A,NA,NA,11/29/2010,NA,2.2,41.5,58,25,17,8.5,12.5,20.5,1.58,2.195,2.09,NA,NA,NA,NA,12.98
546,merianae,hunted.longcautivity,male,A,NA,NA,11/29/2010,NA,1.8,37.5,45,23,16,7.5,11.5,17,1.93,2.685,3.575,NA,NA,NA,NA,1.93
547,merianae,hunted,male,A,NA,NA,11/29/2010,NA,1.75,41,39,22,15,7,10.5,19,1.78,2.175,3.205,NA,NA,NA,NA,47.69
548,merianae,hunted.longcautivity,male,A,NA,NA,11/29/2010,NA,1.5,37.5,49,22.5,15.5,7.5,11.5,17,2.11,2.57,4.425,NA,NA,NA,NA,5.1
553,merianae,hunted.longcautivity,male,A,NA,NA,11/29/2010,NA,1.5,39,21,22,15.5,7.5,10.5,15.5,1.74,2.19,2.69,NA,NA,NA,NA,1.35
554,merianae,hunted.longcautivity,male,A,NA,NA,11/29/2010,NA,2,41,23.5,24,16.5,7.5,12,18,1.87,2.42,2.85,NA,NA,NA,NA,4.17
558,merianae,hunted.longcautivity,male,A,NA,NA,11/29/2010,NA,1,34,55,19.5,13,6.5,10,14.5,1.08,1.495,0.575,NA,NA,NA,NA,21.64
562,merianae,hunted.longcautivity,male,A,NA,NA,12/13/2010,NA,1.1,34,57,21,13,6,9.5,15.5,0.83,1.275,0.27,NA,NA,NA,NA,10.71
568,merianae,hunted.longcautivity,male,A,NA,NA,12/13/2010,NA,2.4,41,52,27.5,17,8,12.5,19.5,1.83,2.525,2.615,NA,NA,NA,NA,57.19
569,merianae,hunted.longcautivity,male,A,NA,NA,12/13/2010,NA,1.85,39.5,68,23,16,8,11.5,17,1.48,2.05,1.475,NA,NA,NA,NA,25.83
570,merianae,hunted.longcautivity,male,A,NA,NA,12/13/2010,NA,1.4,36.5,41,22,14.5,6.5,10,16.5,1.01,1.335,0.405,NA,NA,NA,NA,9.47
573,merianae,hunted,male,A,NA,NA,12/13/2010,NA,2.9,46,44,26.5,18.5,9,13,21,1.09,1.8,0.655,NA,NA,NA,NA,10.13
579,merianae,hunted,male,A,NA,NA,12/13/2010,NA,2.1,41,20,25,17,8,12.5,18,1.68,2.335,2.29,NA,NA,NA,NA,17.56
581,merianae,hunted,male,A,NA,NA,12/13/2010,NA,1,32.5,27,19.5,13.5,6,9.5,14,0.84,1.31,0.365,NA,NA,NA,NA,7.74
584,merianae,hunted,male,A,NA,NA,12/13/2010,NA,2,40,53,22.5,16.5,7.5,11.5,18,1.7,2.11,2.1,NA,NA,NA,NA,5.27
586,rufescens,hunted,male,E,NA,NA,1/7/2011,NA,3.2,45,75,33,18,8.5,14,18.5,1.06,1.57,0.54,NA,NA,NA,NA,15.71
587,rufescens,hunted,male,E,NA,NA,1/7/2011,NA,2.8,45,63,27,17.5,8.5,13.5,20,1.04,1.49,0.73,NA,NA,NA,NA,21.04
588,rufescens,hunted,male,E,NA,NA,1/7/2011,NA,1.5,37.5,63,24,15,6.5,10,18,0.69,1.04,0.185,NA,NA,NA,NA,50.04
589,rufescens,hunted,male,E,NA,NA,1/7/2011,NA,3.2,44,28,30,19.5,9,13.5,19.5,0.95,1.555,0.48,NA,NA,NA,NA,94.46
590,rufescens,hunted,male,E,NA,NA,1/7/2011,NA,2.4,42.5,50,28.5,17,8.5,12.5,18,0.83,1.28,0.33,NA,NA,NA,NA,37.97
591,rufescens,hunted,male,E,NA,NA,1/13/2011,NA,1.4,33,60,21,14,6.5,10,15,0.72,1,0.175,NA,NA,NA,NA,8.1
594,rufescens,hunted.longcautivity,male,E,NA,NA,1/13/2011,NA,2.9,45,71,29.5,18.5,8.5,13,20,0.86,1.155,0.365,NA,NA,NA,NA,23.25
596,merianae,hunted,male,A,NA,NA,1/13/2011,NA,1.85,39,53,25,15,7.5,11,14,0.9,1.38,0.38,NA,NA,NA,NA,1.58
597,merianae,hunted,male,A,NA,NA,1/13/2011,NA,2.8,43,36,27,18,9,13,17,1.03,1.595,0.72,NA,NA,NA,NA,12.05
601,rufescens,hunted.longcautivity,male,E,NA,NA,1/25/2011,NA,1.1,35,61,19,13,6,9.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA
602,rufescens,hunted.longcautivity,male,E,NA,NA,1/25/2011,NA,1.3,35,60,22,14.5,6.5,10,13.5,NA,NA,NA,NA,NA,NA,NA,NA
603,rufescens,hunted.longcautivity,male,E,NA,NA,1/25/2011,NA,2.1,39.5,55,28,16,7.5,11.5,17,NA,NA,NA,NA,NA,NA,NA,NA
604,rufescens,hunted,male,E,NA,NA,2/1/2011,NA,2.8,43,70,30,18,8,13,21.5,NA,NA,NA,NA,NA,NA,NA,150.45
607,rufescens,hunted,male,E,NA,NA,2/4/2011,NA,0.7,30,50,17,11.5,5.5,8.5,14.5,0.41,0.64,0.035,NA,NA,NA,NA,12.22
608,rufescens,hunted,male,E,NA,NA,3/1/2011,NA,1.6,36.5,63,24,15,6.5,10.5,17.5,0.59,1.1275,0.105,NA,NA,NA,NA,49.53
609,rufescens,hunted,male,E,NA,NA,3/1/2011,NA,2.35,39.5,35,25,17,7.5,11.5,17.5,1.06,1.671,0.44,NA,NA,NA,NA,146.61
610,rufescens,hunted,male,E,NA,NA,3/1/2011,NA,1,32,59,18.5,12,6,9,14.5,0.6,0.9845,0.085,NA,NA,NA,NA,34.53
611,rufescens,hunted,male,E,NA,NA,3/1/2011,NA,2.25,39.5,46,27,17,7,11.5,18.5,0.87,1.328,0.235,NA,NA,NA,NA,134.02
612,rufescens,hunted,male,E,NA,NA,3/15/2011,NA,2.65,41.5,67,31,17.5,7.5,12.5,18.5,0.99,1.5665,0.465,NA,NA,NA,NA,229.45
615,merianae,hunted.longcautivity,male,A,NA,NA,3/15/2011,NA,2,38,69,25,16,7,11.5,17,0.9,1.5175,0.335,NA,NA,NA,NA,61.99
617,merianae,hunted,male,A,NA,NA,9/28/2011,NA,2.35,41,66,28.5,17,8.5,12.5,18,NA,NA,NA,NA,NA,NA,NA,66.09
619,merianae,hunted,male,A,NA,NA,9/28/2011,NA,2.15,39.5,67,28.5,17.5,8,12.5,19,NA,NA,NA,NA,NA,NA,NA,146.34
620,merianae,hunted,male,A,NA,NA,9/28/2011,NA,2.15,40,71.5,26,17,8,13,18,NA,NA,NA,NA,NA,NA,NA,63.38
623,merianae,hunted,male,A,NA,NA,9/28/2011,NA,2.15,41,60,25,16.5,8,12,18.5,NA,NA,NA,NA,NA,NA,NA,72.83
624,merianae,hunted,male,A,NA,NA,9/28/2011,NA,1.4,36,38,21.5,15,6.5,11,16,NA,NA,NA,NA,NA,NA,NA,36.48
625,merianae,hunted,male,A,NA,NA,10/4/2011,NA,2.7,43,49,28,18.5,9,13,19.5,NA,NA,NA,NA,NA,NA,NA,134.12
626,merianae,hunted,male,A,NA,NA,10/4/2011,NA,2.5,40,20,29.5,18,8.5,12.5,18.5,NA,NA,NA,NA,NA,NA,NA,156.17
627,merianae,hunted,male,A,NA,NA,10/4/2011,NA,2.15,40,56,25.5,17,8,12.5,18.5,NA,NA,NA,NA,NA,NA,NA,82.61
628,merianae,hunted,male,A,NA,NA,10/4/2011,NA,2.55,44,69,27.5,18,8.5,13,20.5,NA,NA,NA,NA,NA,NA,NA,119.11
630,merianae,hunted,male,A,NA,NA,10/4/2011,NA,1.8,38,67,24,15.5,7.5,11,18,NA,NA,NA,NA,NA,NA,NA,53.61
631,merianae,hunted,male,A,NA,NA,10/4/2011,NA,1.7,39.5,19,23,15.5,7.5,11,17.5,NA,NA,NA,NA,NA,NA,NA,75.52
632,merianae,hunted.longcautivity,male,A,NA,NA,10/18/2011,NA,2.85,46,30.5,26,18,9.5,13,19,NA,NA,NA,NA,NA,NA,NA,66.66
633,merianae,hunted.longcautivity,male,A,NA,NA,10/18/2011,NA,1.65,34,45,23,16,7.5,12,14.5,NA,NA,NA,NA,NA,NA,NA,20.67
634,merianae,hunted.longcautivity,male,A,NA,NA,10/18/2011,NA,2.05,39,68,27,18,8,13,16,NA,NA,NA,NA,NA,NA,NA,74.1
635,merianae,hunted.longcautivity,male,A,NA,NA,10/18/2011,NA,2.4,40,65.5,29.5,17,8,14,19,NA,NA,NA,NA,NA,NA,NA,75.83
636,rufescens,hunted.longcautivity,male,F,NA,NA,10/11/2011,NA,1.95,38.5,65,25,16.5,7.5,12,17,NA,NA,NA,NA,NA,NA,NA,68.49
638,merianae,hunted.longcautivity,male,A,NA,NA,10/18/2011,NA,1.25,35.5,46,21,14,6.5,11,16,NA,NA,NA,NA,NA,NA,NA,12.26
639,merianae,hunted.longcautivity,male,A,NA,NA,10/18/2011,NA,1.85,37,12,24,16,7.5,11,18,NA,NA,NA,NA,NA,NA,NA,53.56
640,merianae,hunted.longcautivity,male,A,NA,NA,10/18/2011,NA,1.6,36,60,22.5,15.5,7,11,17,NA,NA,NA,NA,NA,NA,NA,45.59
641,merianae,hunted.longcautivity,male,A,NA,NA,10/18/2011,NA,1.8,38.5,33,25,16,7.5,11.5,19,NA,NA,NA,NA,NA,NA,NA,36.99
642,merianae,hunted.longcautivity,male,A,NA,NA,10/18/2011,NA,1.9,37,70,25,16,7.5,11.5,18,NA,NA,NA,NA,NA,NA,NA,48.09
643,merianae,hunted.longcautivity,male,A,NA,NA,10/18/2011,NA,2.6,42,50,27,18,9,14,18,NA,NA,NA,NA,NA,NA,NA,58.7
645,merianae,hunted.longcautivity,male,A,NA,NA,10/18/2011,NA,2.9,43.5,77,28.5,18,9,14,19.5,NA,NA,NA,NA,NA,NA,NA,63.51
646,merianae,hunted.longcautivity,male,A,NA,NA,10/18/2011,NA,1.9,39,23,24,16.5,8.5,12.5,17.5,NA,NA,NA,NA,NA,NA,NA,53.41
648,merianae,hunted.longcautivity,male,A,NA,NA,10/18/2011,NA,2.2,41.5,49.5,26,17.5,8.5,13.5,22,NA,NA,NA,NA,NA,NA,NA,55.84
650,merianae,hunted.longcautivity,male,A,NA,NA,10/26/2011,NA,1.5,36.5,43,21,15,7,10.5,15.5,NA,NA,NA,NA,NA,NA,NA,32.06
653,rufescens,roadkilled,male,H,"31º09´54,9´´","63º14´05,6´´ ",10/18/2011,NA,2.5,39,62,30.5,19,8.5,13,18.5,NA,NA,NA,NA,NA,NA,NA,153.33
654,rufescens,hunted,male,F,NA,NA,10/26/2011,NA,3.75,46,75.5,33,20,9,14,21.5,NA,NA,NA,NA,NA,NA,NA,131.1
655,rufescens,hunted,male,E,NA,NA,10/26/2011,NA,2.9,42,69,29.5,19.5,9,13.5,17.5,NA,NA,NA,NA,NA,NA,NA,99.55
656,rufescens,hunted.longcautivity,male,E,NA,NA,10/26/2011,NA,3.5,44.5,70,30,19,9.5,14,21,NA,NA,NA,NA,NA,NA,NA,153.12
657,rufescens,hunted,male,E,NA,NA,10/26/2011,NA,NA,43,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,rufescens,hunted,male,E,NA,NA,10/26/2011,NA,2.6,40,45,26.5,18.5,9,13,17.5,NA,NA,NA,NA,NA,NA,NA,86.86
