"month","year","UF.Animal.ID","Status","Capture.Date","Capture.Location","Trap.Name","Capture.Notes","UTM.Easting","UTM.Northing","Specimen.Condition","Intake.SVL","Intake.TL","Intake.Weight.kg","Measurements","Intake.Sex","General.Notes","Euth.Date","Final.Disposition","Nec.SVL","Nec.TL","Nec.Weight.kg","fat.g","Malformations","Extremities","Extremities.Notes","Reproductive.Sys","Nec.Sex","GI.Wt","Additional.Notes","Date.Diff","Analysis.Sex","month.numb","day","mass.g","percfat","fulton","OID.","SVL.Diff","Weight.Diff","sizeclass","NEAR.FID","C110111.DIST","C110424.DIST","JDC.DIST","Pond.DIST","UP.DIST","WCS.DIST","Hab1","Hab2","Hab.Name1","Hab.Name2","HabCat","Habitat","SVL_Diff","Weight_Diff","julian","lsvl","ltl","lmass","d1","d2","d3","d4","d5","y14","y15","y16","y17","y18","y19","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","Period","Avg.Temp.F","Min.Temp.F","Max.Temp.F","Rain.in","Rain.Max.15.in","Avg.Temp.C","Min.Temp.C","Max.Temp.C","Rain.cm","Rain.Max.15.cm"
"Apr",2014,"TuMe397","captured",2014-04-04,"T8, south side of 424th street, by bracken fern clump",31,"hav-a-hart trap",551993,2806537,"Live",38.2,101,1.66,"Dead","Male","measurements from necropsy same day as euthanasia",2014-04-07,NA,38.2,101,1.66,17.676,NA,"Normal","right femur collected","Normal","Male",63.577,NA,3,"Male",4,4,1660,1.064819277,2.97795409817432,1082,0,0,"Group3",1,7722.85938,995.0180903,319.8655968,160.0312469,2000.575917,4994.94995,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,94,3.64283551561253,4.61512051684126,7.41457288135059,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe401","transferred;USGS/ENP",2014-04-05,"LT14, east side of C-111E, S. of squash pile",52,NA,547766,2808536,"Live",21.5,60,0.24,NA,"Male","21.5 svl + 38.5 (tail length) = total length
measurements from USGS",2014-04-08,NA,21.7,61.1,0.24,0.359,NA,"Abnormal","large wart-like mass on toe of left front foot, collected rear right leg and left front foot","Normal","Male",4.673,NA,3,"Male",4,5,240,0.149583333,2.41488170852881,1783,0.2,0,"Group2",1,10168.95339,3803.399663,4973.92119,4717.49425,6525.483124,7638.725875,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,95,3.06805293513362,4.0943445622221,5.48063892334199,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe403","captured",2014-04-08,"Trap UFLT2, South side of ORV trail near corner just in front of water",2,"hav-a-hart trap",553290,2810188,"Live",44.2,113.4,2.7,"Necropsy","Male",NA,2014-04-10,NA,44.2,113.4,2.7,33.174,NA,"Normal","right femur collected","Normal","Male",35.004,NA,2,"Male",4,8,2700,1.228666667,3.1267773413054,1999,0,0,"Group3",1,11541.80666,4315.890754,4033.286005,4032.92053,3670.942386,8845.220009,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,98,3.78872478908365,4.73092139129365,7.90100705199242,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe416","transferred;USGS/ENP",2014-04-08,"RR05; East of C-111E",NA,NA,547771,2808262,"Live",30,80,0.816,"Alive","Male","TL= 30 SVL + 50 tail length, measurements from USGS",2014-04-11,"Destroyed",28.9,80.8,0.8,14.224,NA,"Normal","right femur collected","Normal","Male",19.058,NA,3,"Male",4,8,816,1.743137255,3.02222222222222,1784,1.1,0.016,"Group2",1,9907.617776,3661.951665,4852.455152,4594.170763,6444.037011,7389.871988,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,98,3.40119738166216,4.38202663467388,6.70441435496411,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe419","captured",2014-04-14,"UFLT22, S. side of 424th street, east of C-110",22,"hav-a-hart trap",551121,2806522,"Live",39.4,105.1,2,"Necropsy","Male",NA,2014-04-16,NA,39.4,105.1,2,6.395,NA,"Normal","right femur collected","Normal","Male",39.616,NA,2,"Male",4,14,2000,0.31975,3.26995164264713,397,0,0,"Group3",1,7640.613195,123.3288287,1111,852.9038633,2872.690899,4888.687758,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,104,3.67376581630389,4.65491227788291,7.60090245954208,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe425","transferred",2014-04-13,"LT15, E of C111E",53,"hav-a-hart trap",547916,2809118,"Live",25,69,0.508,"Alive","Male","kept at DBC until transfer, measurements from USGS",2014-04-16,"Destroyed.",24.3,69.9,0.48,7.009,NA,"Normal","femur collected","Normal","Male",6.055,NA,3,"Male",4,13,508,1.379724409,3.2512,1989,0.7,0.028,"Group2",1,10679.21013,4023.840578,5135.006524,4885.361809,6583.769285,8109.462683,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,103,3.2188758248682,4.23410650459726,6.23048144757848,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe439","captured",2014-04-21,"T6 by fence @ juv facility property",29,"hav-a-hart trap",552285,2806406,"Live",25.5,73.5,0.51,"Necropsy","Male",NA,2014-04-23,NA,25.5,73.5,0.51,5.112,"n/a","Normal",NA,"Normal","Male",23.973,NA,2,"Male",4,21,510,1.002352941,3.07574009996155,1084,0,0,"Group2",1,7638.099895,1293.05607,128.2224629,324.04475,1717.354069,4931.987429,12,15,"High Intensity Urban","institutional","Urban","4",NA,NA,111,3.23867845216438,4.29728540621879,6.23441072571837,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe442","captured",2014-04-23,"T9, 424th street east of c111",32,NA,551616,2806531,"Live",33.3,90,1.28,"Necropsy","Male",NA,2014-04-24,"Destroyed",33.3,90,1.28,2.004,"white granules found in muscle and fat pads, only collected fat pads","Normal","right femur collected","Normal","Male",20.642,NA,1,"Male",4,23,1280,0.1565625,3.46638877061191,1086,0,0,"Group3",1,7675.741528,618,636.6136976,377.5142381,2377.613299,4930.875987,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,113,3.5055573969864,4.49980967033027,7.15461535691366,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe443","captured",2014-04-23,"T10, 424 st east of c110",33,NA,551295,2806527,"Live",24.8,68.1,0.42,NA,"Female",NA,2014-04-25,"Destroyed",24.8,68.1,0.42,5.09,NA,"Normal","Collect right femur","Normal","Female",3.11,NA,2,"Female",4,23,420,1.211904762,2.75355812158034,1087,0,0,"Group2",1,7651.163114,297.0269348,942.2579265,683.0065885,2698.623353,4899.692337,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,113,3.21084365317094,4.22097721315547,6.04025471127741,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe444","captured",2014-04-23,"UFLT22, S side of 424th st just East of C110",22,"Regurgitated leopard frog, collected and frozen.",551121,2806522,"Live",20.8,61.9,0.3,"Necropsy","Female","Animal regurgitated a leopard frog upon capture. skinny.",2014-04-25,NA,20.8,61.9,0.3,1.71,NA,"Normal",NA,"Normal","Female",2.774,NA,2,"Female",4,23,300,0.57,3.33373634501593,398,0,0,"Group2",1,7640.613195,123.3288287,1111,852.9038633,2872.690899,4888.687758,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,113,3.03495298670727,4.12552017969055,5.7037824746562,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe452","captured",2014-04-25,"T5, field on juv. Facility",28,"smaller hav-a-hart trap",552331,2806291,"Live",23.9,68.2,0.44,"Necropsy","Male",NA,2014-04-28,NA,23.9,68.2,0.44,2.288,NA,"Normal","right femur collected","Normal","Male",6.026,NA,3,"Male",4,25,440,0.52,3.22299011589506,1089,0,0,"Group2",1,7533.070622,1354.433092,121.4989712,379.5813483,1687.803306,4832.899026,12,15,"High Intensity Urban","institutional","Urban","4",NA,NA,115,3.17387845893747,4.22244456484942,6.08677472691231,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe454","captured",2014-04-25,"UFLT22, south side of 424th street, just east of c110",22,"hav-a-hart trap",551121,2806522,"Live",23.5,68.3,0.4,"Necropsy","Female",NA,2014-04-28,NA,23.5,68.3,0.4,1.105,NA,"Normal","right femur collected","Normal","Female",9.716,NA,3,"Female",4,25,400,0.27625,3.08216869094517,399,0,0,"Group2",1,7640.613195,123.3288287,1111,852.9038633,2872.690899,4888.687758,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,115,3.15700042115011,4.22390976657674,5.99146454710798,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe455","captured",2014-04-30,"T1, corner of 424th by fence and light pole",24,"hav-a-hart trap",553956,2806562,"Live",24.1,67.9,0.34,"Necropsy","Female",NA,2014-05-02,NA,24.1,67.9,0.34,0.149,"Measurements taken immediately after euthanasia","Normal","right femur collected","Normal","Female",5.979,NA,2,"Female",4,30,340,0.043823529,2.42900153534329,1744,0,0,"Group2",1,8241.304812,2958.162436,1765.25239,2002.28869,43.56604182,5726.610952,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,120,3.18221184049661,4.21803603456465,5.82894561761021,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe456","captured",2014-04-30,"UFLT18, N side of 424th street by end of guard rail",18,"hav-a-hart trap",553729,2806569,"Live",26.2,74.7,0.5,"Necropsy","Female",NA,2014-05-02,NA,26.2,74.7,0.5,1.222,"measurements immediately after euthanasia","Normal","right femur collected","Normal","Female",13.311,NA,2,"Female",4,30,500,0.2444,2.78013656920472,1745,0,0,"Group2",1,8168.220186,2731.264359,1542.287262,1777.079064,264.4844041,5620.527111,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,120,3.26575941076705,4.31348009213877,6.21460809842219,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe457","captured",2014-04-30,"T5, Juv facility",28,"smaller hav-a-hart trap",552331,2806291,"Live",21.2,56.7,0.24,"Necropsy","Female",NA,2014-05-02,"Destroyed",21.2,56.7,0.24,1.907,NA,"Normal","right femur collected","Normal","Female",10.651,NA,2,"Female",4,30,240,0.794583333,2.51885784909691,1090,0,0,"Group2",1,7533.070622,1354.433092,121.4989712,379.5813483,1687.803306,4832.899026,12,15,"High Intensity Urban","institutional","Urban","4",NA,NA,120,3.05400118167797,4.03777421073371,5.48063892334199,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe463","transferred;USGS/ENP",2014-04-15,"LT15, E of C-111 E",53,NA,547916,2809118,"Live",28,77.5,0.718,"Alive","Female","scarring near cloaca on tail, right front,USGS collected blood dots and blood slide gave to Dr. Frank (Zoo Miami) for taxidermy
measurements from USGS",NA,"transferred to Zoo Miami, found in freezer and sent to Sterling Nesbitt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",4,15,718,NA,3.27077259475219,1990,NA,NA,"Group2",1,10679.21013,4023.840578,5135.006524,4885.361809,6583.769285,8109.462683,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,105,3.3322045101752,4.3502779363593,6.57646956904822,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe464","transferred;USGS/ENP",2014-04-15,"LT16, E of C-111 E",54,NA,548251,2809710,"Live",25,70.5,0.546,"Alive","Female","USGS collected blood dots and blood slide, gave to Dr. Frank (Zoo Miami) for taxidermy
measurements from USGS",NA,"transferred to Zoo Miami, found in freezer and sent to Sterling Nesbitt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Female",4,15,546,NA,3.4944,1991,NA,NA,"Group2",1,11161.73365,4201.434279,5223.805605,4986.022563,6537.292176,8543.694751,6,7,"Freshwater Forrested Wetland","mixed hardwood wetlands","Freshwater Forrested Wetland","3",NA,NA,105,3.2188758248682,4.25561270981822,6.30261897574491,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2014,"TuMe465","transferred;USGS/ENP",2014-04-15,"LT11, just N of SW 424th street, E of C-111",49,NA,547786,2806625,"Live",36,95.5,1.544,"Alive","Male","USGS collected blood dots and blood slide, gave to Dr. Frank (Zoo Miami) for taxidermy measurements from USGS",NA,"transferred to Zoo Miami, found in freezer and sent to Sterling Nesbitt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male",4,15,1544,NA,3.30932784636488,165,NA,NA,"Group3",1,8368.885708,3213.375173,4435.77558,4183.180728,6207.128885,5957.523814,5,6," Marshes","Glades Marsh","Marshes","2",NA,NA,105,3.58351893845611,4.55912624748668,7.34213173058472,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014-04-01,74.57,53.29,91.29,1.48,0.31,23.65,11.83,32.94,3.7592,0.7874
"Apr",2015,"TuMe813","UF trap line",2015-04-01,"P2",164,NA,551992,2806291,"Live",27.1,74.9,0.58,"Dead","Male",NA,2015-04-03,NA,26.7,73.5,0.59,0.622,NA,"Normal",NA,"Normal","Male",20.654,NA,2,"Male",4,1,580,0.107241379,2.91420514728016,1148,0.4,0.01,"Group2",1,7478.987097,1022.563445,218.2773465,93.92017888,2022.48288,4753.510072,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,91,3.29953372788566,4.31615389052317,6.36302810354046,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
"Apr",2015,"TuMe814","UF trap line",2015-04-06,"In trap HH14 not triggered caught by hand as running away",138,NA,551017,2804992,"Live",16.6,46.8,0.11,"Dead","Unknown",NA,2015-04-06,NA,16.4,46.9,0.11,0.059,NA,"Normal","Some shedding on hind legs.","Normal","Male",3.557,NA,0,"Male",4,6,110,0.053636364,2.40474162581521,416,0.2,0,"Group1",1,6109.229902,1539.117279,1771.820815,1679.157229,3375.533291,3358.072066,5,5," Marshes","Marshes","Marshes","2",NA,NA,96,2.8094026953625,3.8458832029236,4.70048036579242,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
"Apr",2015,"TuMe816","UF trap line",2015-04-01,"HH8",157,NA,551862,2806546,"Live",30.7,85.6,0.87,"Dead","Male",NA,2015-04-03,NA,30.7,85.6,0.87,0.684,NA,"Normal",NA,"Normal","Male",21.704,NA,2,"Male",4,1,870,0.07862069,3.00679712410569,1149,0,0,"Group3",1,7715.437317,864.1301985,425.0176467,193.7937047,2131.356845,4980.469155,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,91,3.42426265459315,4.4496852831477,6.76849321164863,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
"Apr",2015,"TuMe818","UF trap line",2015-04-03,"Trap3",201,NA,551119,2806523,"Live",34.1,89.8,1.4,"Dead","Male",NA,2015-04-03,NA,34.7,88.9,1.4,19.579,NA,"Normal",NA,"Normal","Male",80.876,NA,0,"Male",4,3,1400,1.3985,3.53073317868554,417,0.6,0,"Group3",1,7641.572155,121.2641744,1113.158569,855.042689,2874.668677,4889.654487,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,93,3.52929738428947,4.49758497530815,7.24422751560335,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
"Apr",2015,"TuMe821","transferred;USGS/ENP",2015-04-05,"S102",206,NA,548118,2809513,"Live",33.5,90.5,1.102,"Alive","Male","Normal body condition.
Measured by USGS",2015-04-07,"Sent to Sterling Nesbitt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Male",4,5,1102,NA,2.93121161845041,1995,NA,NA,"Group3",1,11004.39076,4145.687398,5201.440666,4959.034684,6564.206654,8403.028145,6,7,"Freshwater Forrested Wetland","mixed hardwood wetlands","Freshwater Forrested Wetland","3",NA,NA,95,3.51154543883102,4.50534985070588,7.00488198971286,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
"Apr",2015,"TuMe822","transferred;USGS/ENP",2015-04-05,"S-119",223,NA,550197,2806527,"Live",35.5,70.5,1.63,"Alive","Male","Normal body condition.
Measured by USGS",2015-04-07,"Sent to Sterling Nesbitt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Male",4,5,1630,NA,3.64336385302491,418,NA,NA,"Group3",1,7682.38407,801.0099875,2025.535485,1771.110951,3796.443072,4964.918227,5,6," Marshes","Glades Marsh","Marshes","2",NA,NA,95,3.56953269648137,4.25561270981822,7.39633529380081,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
"Apr",2015,"TuMe827","UF trap line",2015-04-07,"HH7",156,NA,552313,2806546,"Live",29.2,80.8,0.8,"Dead","Male",NA,2015-04-07,NA,28.6,79.8,0.76,2.792,NA,"Normal",NA,"Normal","Male",31.516,NA,0,"Male",4,7,800,0.349,3.21322718544434,1150,0.6,0.04,"Group2",1,7780.833503,1315.085549,264.8490136,388.2743875,1680.452618,5074.526579,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,97,3.37416870927424,4.39197696552705,6.68461172766793,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
"Apr",2015,"TuMe829","UF trap line",2015-04-07,"HH11",135,NA,551007,2806486,"Live",22.5,55.6,0.32,"Dead","Male","None.",2015-04-07,NA,22.6,55.8,0.32,0.816,NA,"Normal",NA,"Normal","Male",14.219,NA,0,"Male",4,7,320,0.255,2.80932784636488,419,0.1,0,"Group2",1,7603.121596,45.89117562,1216.99014,960.8647147,2987.640708,4852.105522,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,97,3.11351530921037,4.01818320125654,5.76832099579377,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
"Apr",2015,"TuMe834","UF trap line",2015-04-08,"HH50",152,NA,550969,2807329,"Live",24.7,68.6,0.46,"Dead","Male",NA,2015-04-08,NA,24.6,67.4,0.48,1.702,NA,"Normal",NA,"Normal","Male",20.583,NA,0,"Male",4,8,460,0.37,3.05257941965555,1970,0.1,0.02,"Group2",1,8446.00148,798.5267685,1610.841395,1373.553785,3114.179186,5695.430186,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,98,3.20680324363393,4.22829253473184,6.13122648948314,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
"Apr",2015,"TuMe835","UF trap line",2015-04-09,"Trap1",34,NA,553953,2806578,"Live",22.9,65.3,0.36,"Dead","Unknown",NA,2015-04-09,NA,22.9,63.8,0.34,0.802,NA,"Normal",NA,"Normal","Female",22.749,NA,0,"Female",4,9,360,0.222777778,2.99775443211748,1763,0,0.02,"Group2",1,8255.128467,2955.37375,1764.716691,2000.821081,40.60788101,5738.86156,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,99,3.13113691056019,4.17899203628239,5.88610403145016,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
"Apr",2015,"TuMe836","UF trap line",2015-04-09,"B1",123,NA,551804,2806568,"Live",25.7,70.9,0.55,"Dead","Male",NA,2015-04-09,NA,25.2,70,0.54,2.103,"Yellowish liquid leaking from head - a large amount","Normal","Dragging marks on ventral side tail","Normal","Male",40.285,NA,0,"Male",4,9,550,0.382363636,3.24013659708955,1151,0.5,0.01,"Group2",1,7730.771307,806.8488086,485.3782031,245.5768719,2189.066011,4992.953134,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,99,3.24649099190117,4.26127043353808,6.30991827822652,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
"Apr",2015,"TuMe837","UF trap line",2015-04-09,"B2",124,NA,551806,2806598,"Live",38.1,100.4,1.4,"Necropsy","Male",NA,2015-04-09,NA,38.1,100.4,1.4,1.218,NA,"Normal",NA,"Normal","Male",77.389,NA,0,"Male",4,9,1400,0.087,2.5313553105963,1152,0,0,"Group3",1,7760.811105,810.7730879,500.8313089,268.0671558,2187.038637,5022.906031,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,99,3.64021428213266,4.60916220725763,7.24422751560335,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
"Apr",2015,"TuMe839","UF trap line",2015-04-08,"HH1",133,NA,553958,2806544,"Live",18.4,52.6,0.18,"Dead","Male",NA,2015-04-08,NA,18.3,51.7,0.18,2.23,NA,"Normal",NA,"Normal","Male",6.503,NA,0,"Male",4,8,180,1.238888889,2.88947563080464,1764,0.1,0,"Group1",1,8225.263339,2960.028547,1764.672208,2002.726142,53.90732789,5712.150296,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,98,2.91235066461494,3.96271611974366,5.19295685089021,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
"Apr",2015,"TuMe840","UF trap line",2015-04-10,"HH1",133,NA,553958,2806544,"Live",24.2,69.5,0.415,"Dead","Unknown",NA,2015-04-10,NA,23.5,68,0.44,8.223,NA,"Normal","Right rear leg removed.","Normal","Female",26.766,NA,0,"Female",4,10,415,1.981445783,2.92820851215397,1765,0.7,0.025,"Group2",1,8225.263339,2960.028547,1764.672208,2002.726142,53.90732789,5712.150296,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,100,3.18635263316264,4.24132675257075,6.0282785202307,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
"Apr",2015,"TuMe841","UF trap line",2015-04-10,"P2",164,NA,551992,2806291,"Live",23.7,66.7,0.34,"Dead","Female",NA,2015-04-10,NA,22.7,64.8,0.38,13.522,NA,"Normal","Shedding on ventral side of tail","Normal","Female",20.9,NA,0,"Female",4,10,340,3.977058824,2.55407636973801,1153,1,0.04,"Group2",1,7478.987097,1022.563445,218.2773465,93.92017888,2022.48288,4753.510072,4,4,"Prairie and Bog","mixed scrub shrub wetland","Prairie and Bog","1",NA,NA,100,3.16547504814109,4.20020495292158,5.82894561761021,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
"Apr",2015,"TuMe843","UF trap line",2015-04-10,"HH20",145,NA,551019,2802896,"Live",20.7,51.8,0.305,"Dead","Female",NA,2015-04-10,NA,21.5,62.5,0.29,3.193,NA,"Normal",NA,"Normal","Male",15.434,NA,0,"Male",4,10,305,1.046885246,3.43865656535934,111,0.8,0.015,"Group2",1,4013.376882,3635.06066,3608.229067,3609.363517,4738.501556,1262.158469,5,6," Marshes","Glades Marsh","Marshes","2",NA,NA,100,3.03013370027132,3.94739014926544,5.72031177660741,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015-04-01,77.16,56.25,96.06,5.7,0.61,25.09,13.47,35.59,14.478,1.5494
