"UF.Animal.ID","Status","Capture.Date","Capture.Location","Trap.Name","Capture.Notes","UTM.Easting","UTM.Northing","Specimen.Condition","Intake.SVL","Intake.TL","Intake.Weight.kg","Measurements","Intake.Sex","Age.Class","General.Notes","Euth.Date","Final.Disposition","Nec.SVL","Nec.TL","Nec.Weight.kg","Fat.Wt..g.","Malformations","Extremities","Extremities.Notes","Reproductive.Sys","Nec.Sex","Additional.Notes","Date.Diff","Analysis.Sex","SVL_Diff","Weight_Diff"
"TuMe2606","captured;UF trap line",2018-07-17,"TH1",793,NA,553958,2806570,"Live",23.9,68.6,0.43,"Dead","Male",NA,NA,2018-07-17,NA,23.2,67.8,0.44,4.103,NA,"Normal",NA,"Abnormal","Male","mid-body girth: 15.4 cm",0,"Male",0.699999999999999,-0.01
"TuMe2608","captured;UF trap line",2018-07-17,"DFF1",663,NA,551004,2807594,"Live",13.6,37.7,0.06,"Dead","Female",NA,NA,2018-07-17,NA,12.8,36.8,0.07,0.101,NA,"Normal",NA,"Normal","Male",NA,0,"Male",0.799999999999999,-0.01
"TuMe2610","captured;UF trap line",2018-07-17,"TH20",731,NA,551014,2805945,"Live",19.8,52.6,0.25,"Dead","Female",NA,NA,2018-07-17,NA,19,52,0.26,1.271,NA,"Normal",NA,"Normal","Female",NA,0,"Female",0.800000000000001,-0.01
"TuMe2612","captured;UF trap line",2018-07-18,"TH1",793,NA,553958,2806546,"Live",20.4,56,0.25,"Dead","Female",NA,NA,2018-07-18,NA,19.9,54.7,0.26,0.6,NA,"Normal",NA,"Normal","Female","mid-body girth: 14.1 cm",0,"Female",0.5,-0.01
"TuMe2613","captured;UF trap line",2018-07-18,NA,795,NA,553926,2806546,"Live",24.3,67.1,0.49,"Dead","Female",NA,NA,2018-07-18,NA,23,65,0.51,20.035,NA,"Normal",NA,"Normal","Female",NA,0,"Female",1.3,-0.02
"TuMe2615","captured;UF trap line",2018-07-18,NA,728,NA,551008,2806486,"Live",20.1,56.2,0.23,"Dead","Female",NA,NA,2018-07-18,NA,19.7,55.1,0.23,1.662,NA,"Normal",NA,"Normal","Female",NA,0,"Female",0.400000000000002,0
"TuMe2618","captured;UF trap line",2018-07-19,NA,795,NA,553926,2806567,"Live",21,58.4,0.3,"Dead","Male",NA,NA,2018-07-19,NA,20.7,57.8,0.3,1.522,NA,"Normal",NA,"Normal","Male","Mid-body girth: 15.9cm",0,"Male",0.300000000000001,0
"TuMe2619","captured;UF trap line",2018-07-19,NA,653,NA,551862,2806540,"Live",21.9,61.8,0.32,"Dead","Female",NA,NA,2018-07-19,NA,21.8,61,0.31,0.645,NA,"Normal",NA,"Normal","Female",NA,0,"Female",0.0999999999999979,0.01
"TuMe2620","captured;UF trap line",2018-07-19,NA,655,NA,551800,2806556,"Live",29.6,82.2,0.94,"Dead","Male",NA,NA,2018-07-20,NA,30,82.7,0.92,30.022,NA,"Normal",NA,"Normal","Male",NA,1,"Male",-0.399999999999999,0.0199999999999999
"TuMe2622","captured;UF trap line",2018-07-19,NA,678,NA,549985,2806520,"Live",25.3,70,0.48,"Dead","Male",NA,NA,2018-07-19,NA,24,68.3,0.49,2.821,NA,"Normal",NA,"Normal","Male","mid-body girth: 17.8 cm",0,"Male",1.3,-0.01
"TuMe2623","captured;UF trap line",2018-07-24,"TH1",793,NA,553958,2806570,"Live",23.2,63.9,0.38,"Dead","Male",NA,NA,2018-07-24,NA,22.6,62.7,0.37,0.953,NA,"Normal",NA,"Normal","Male","mid-body girth: 15.8cm",0,"Male",0.599999999999998,0.01
"TuMe2624","captured;UF trap line",2018-07-24,"HH2",796,NA,553896,2806549,"Live",29.5,78.5,0.84,"Dead","Female",NA,NA,2018-07-24,NA,29.3,77.9,0.84,22.527,NA,"Normal",NA,"Normal","Female",NA,0,"Female",0.199999999999999,0
"TuMe2625","captured;UF trap line",2018-07-24,"DFC2",644,NA,552328,2806252,"Live",14.7,41.6,0.09,"Dead","Male",NA,"Originally identified as female, but corrected at necropsy to male, and originally weight was 0.9 kg, but corrected at necropsy to 0.09 kg on 03-Feb-2020 - NPS",2018-07-24,NA,14.6,41.3,0.09,0.026,NA,"Normal",NA,"Normal","Male","mid-body girth: 8.8cm; Weight entered incorrectly as 0.9 instead of 0.09 on Intake Form",0,"Male",0.0999999999999996,0
"TuMe2626","captured;UF trap line",2018-07-24,"TH9",654,NA,551846,2806539,"Live",26.1,71.6,0.54,"Alive","Female",NA,NA,NA,"Kept for Miami University; Transferred to Miami University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA
"TuMe2627","captured;UF trap line",2018-07-26,"HH1",794,NA,553958,2806546,"Live",23,66.7,0.44,"Dead","Female",NA,"Shedding on left front limb",2018-07-26,NA,22.9,66.2,0.43,8.006,NA,"Normal",NA,"Normal","Female","Mid-body girth = 16.5 cm",0,"Female",0.100000000000001,0.01
"TuMe2628","captured;UF trap line",2018-07-26,"TH4",799,NA,552845,2806551,"Live",28.5,74.2,0.65,"Alive","Male",NA,"Shedding",NA,"Kept for Miami University; Transferred to Miami University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA
"TuMe2632","captured;UF trap line",2018-07-27,"TH1",793,NA,553958,2806570,"Live",14.6,40.1,0.08,"Dead","Male",NA,NA,2018-07-27,NA,13.5,39.2,0.07,0.25,NA,"Normal",NA,"Normal","Female",NA,0,"Female",1.1,0.01
"TuMe2633","captured;UF trap line",2018-07-27,"HH2",796,NA,553896,2806549,"Live",24.2,69.1,0.52,"Dead","Male",NA,NA,2018-07-27,NA,24.4,70.4,0.52,3.838,NA,"Normal",NA,"Normal","Male","mid-body girth: 15.5 cm; shedding",0,"Male",-0.199999999999999,0
"TuMe2634","captured;UF trap line",2018-07-27,"TH3",797,NA,553415,2806527,"Live",22.3,60.1,0.36,"Dead","Female",NA,NA,2018-07-27,NA,21,60,0.36,2.978,NA,"Normal",NA,"Normal","Male",NA,0,"Male",1.3,0
"TuMe2635","captured;UF trap line",2018-07-27,"TH4",799,NA,552845,2806551,"Live",14.2,39.5,0.08,"Dead","Unknown",NA,"At necropsy animal had both testes and oviducts",2018-07-27,NA,14,39.5,0.0725,0.024,NA,"Normal",NA,"Abnormal","Male","Mid body girth: 7.3 cm. Fat pads have almost no fat in them; photos #102 2568-2573; incorrectly sexed as female during intake",0,"Male",0.199999999999999,0.00750000000000001
"TuMe2637","captured;UF trap line",2018-07-27,"DFK3",756,NA,551055,2801722,"Live",24.1,66.8,0.4,"Dead","Female",NA,NA,2018-07-27,NA,22.4,65.9,0.4,1.623,NA,"Normal",NA,"Normal","Female","Mid-body girth: 14.5 cm",0,"Female",1.7,0
"TuMe2638","captured;UF trap line",2018-07-30,"TH8",645,"Monday capture",552063,2806545,"Live",16.7,46.1,0.14,"Dead","Female",NA,NA,2018-07-30,NA,16.2,47,0.1272,1.291,NA,"Normal","Missing nails on both forelimbs","Normal","Female","Mid-body girth: 8.9 cm",0,"Female",0.5,0.0128
"TuMe2639","captured;UF trap line",2018-07-31,"HH1",794,NA,553958,2806546,"Live",25.9,75.8,0.63,"Dead","Male",NA,NA,2018-07-31,NA,25.7,75.5,0.61,23.402,NA,"Normal",NA,"Abnormal","Male","mid-body girth: 18.6 cm",0,"Male",0.199999999999999,0.02
"TuMe2642","captured;UF trap line",2018-08-01,"TH3",797,NA,553415,2806527,"Live",14.5,42.3,0.1,"Dead","Female",NA,NA,2018-08-01,NA,14.5,41.7,0.11,0.181,NA,"Normal",NA,"Normal","Female",NA,0,"Female",0,-0.01
"TuMe2643","captured;UF trap line",2018-08-01,"DFE1",655,NA,551800,2806556,"Live",20.9,60.6,0.3,"Dead","Female",NA,NA,2018-08-01,NA,21,60,0.29,1.675,"slight kinking along the length of the tail - photos #(101) 2353-2355","Normal",NA,"Normal","Female","mid-body girth = 13.1 cm",0,"Female",-0.100000000000001,0.01
"TuMe2645","captured;UF trap line",2018-08-01,"TH42",673,NA,550977,2807354,"Live",21,58.4,0.3,"Dead","Male",NA,NA,2018-08-01,NA,20.6,57.8,0.28,0.307,NA,"Normal",NA,"Normal","Male","mid body girth = 13.5 cm; shedding",0,"Male",0.399999999999999,0.02
"TuMe2646","captured;UF trap line",2018-08-01,"SG12",781,NA,554968,2797382,"Live",22.7,64.1,0.4,"Dead","Female",NA,NA,2018-08-01,NA,22.5,63.5,0.41,4.126,NA,"Normal",NA,"Normal","Female","mid body girth = 14.9 cm",0,"Female",0.199999999999999,-0.00999999999999995
"TuMe2647","captured;UF trap line",2018-08-02,"TH1",793,NA,553958,2806570,"Live",26,74.5,0.53,"Dead","Male",NA,NA,2018-08-02,NA,25.2,73.7,0.52,1.877,NA,"Normal",NA,"Normal","Male","mid body girth = 16.5 cm",0,"Male",0.800000000000001,0.01
"TuMe2648","captured;UF trap line",2018-08-03,"TH1",793,NA,553958,2806570,"Live",21.7,59.8,0.28,"Dead","Male",NA,NA,2018-08-03,NA,21.5,58.6,0.27,0.242,"None","Normal",NA,"Normal","Male","Mid-body girth: 14.3 cm",0,"Male",0.199999999999999,0.01
"TuMe2650","captured;UF trap line",2018-08-03,"TH4",799,NA,552845,2806551,"Live",25.5,73.2,0.53,"Dead","Female",NA,NA,2018-08-03,NA,25.1,72.1,0.56,7.396,NA,"Normal",NA,"Normal","Female","mid body girth = 17.5 cm",0,"Female",0.399999999999999,-0.03
"TuMe2651","captured;UF trap line",2018-08-03,"DFF2",664,NA,551003,2807595,"Live",16.1,44.9,0.1,"Dead","Male",NA,"Marked as female at intake - determined to be male at necropsy (12/10/2019 by B. Daykin)",2018-08-03,NA,15.3,43.9,0.0914,NA,NA,"Normal",NA,"Normal","Male","mid body girth = 8.0 cm; incorrectly sexed as female at intake",0,"Male",0.800000000000001,0.00860000000000001
"TuMe2653","captured;UF trap line",2018-08-07,"TH3",797,NA,553415,2806527,"Live",16.7,48.5,0.13,"Dead","Female",NA,NA,2018-08-07,NA,16.2,47.7,0.13,0.398,"None","Normal",NA,"Normal","Female","Mid-body girth: 9.8 cm",0,"Female",0.5,0
"TuMe2654","captured;UF trap line",2018-08-07,"TH4",799,NA,552845,2806551,"Live",16.5,47.9,0.13,"Dead","Female",NA,NA,2018-08-07,NA,16.4,46.7,0.13,0.554,"None","Normal",NA,"Normal","Female","Mid-body girth: 10.7 cm",0,"Female",0.100000000000001,0
"TuMe2656","captured;UF trap line",2018-08-07,"HH55",760,NA,551067,2801612,"Live",28.4,80.2,0.85,"Alive","Female",NA,"Kept for Miami University",NA,"Transferred to Miami University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA
"TuMe2657","captured;UF trap line",2018-08-08,"HH1",794,NA,553958,2806546,"Live",25.4,73,0.56,"Dead","Female",NA,NA,2018-08-08,NA,25,72.8,0.55,16.224,NA,"Normal",NA,"Normal","Female",NA,0,"Female",0.399999999999999,0.01
"TuMe2658","captured;UF trap line",2018-08-08,"TH3",797,NA,553415,2806527,"Live",21.4,56.3,0.31,"Dead","Female",NA,NA,2018-08-08,NA,21.1,55.2,0.3,6.787,"tip of tail appears to be missing (most anterior portion of tail is fatter than normal, suggesting it lost the tip of its tail)","Normal",NA,"Normal","Female","mid body girth = 13.1 cm",0,"Female",0.299999999999997,0.01
"TuMe2659","captured;UF trap line",2018-08-08,"SG14",779,NA,554942,2797399,"Live",25.5,73.4,0.52,"Dead","Female",NA,NA,2018-08-08,NA,24.8,71.9,0.56,13.123,"None","Normal",NA,"Normal","Female","Mid-body girth: 17.6 cm",0,"Female",0.699999999999999,-0.04
"TuMe2660","captured;UF trap line",2018-08-09,"TH1",793,NA,553958,2806570,"Live",18.7,53.5,0.2,"Dead","Female",NA,NA,2018-08-10,NA,17.7,52.8,0.21,0.62,NA,"Normal",NA,"Normal","Female","mid body girth = 11.5 cm",1,"Female",1,-0.00999999999999998
"TuMe2661","captured;UF trap line",2018-08-09,"TH3",797,NA,553415,2806527,"Live",17.4,49.5,0.15,"Dead","Male",NA,NA,2018-08-10,NA,16.9,48.2,0.15,0.342,NA,"Normal",NA,"Normal","Male","mid body girth = 11.2 cm",1,"Male",0.5,0
"TuMe2662","captured;UF trap line",2018-08-09,"HH4",800,NA,552659,2806549,"Live",27,73.3,0.64,"Dead","Male",NA,"At necropsy (26-Nov-2019 by NPS) tegu was male",2018-08-10,NA,26.1,72.2,0.64,20.815,NA,"Normal",NA,"Normal","Male","mid body girth = 16.7 cm",1,"Male",0.899999999999999,0
"TuMe2663","captured;UF trap line",2018-08-09,"DFC2",644,NA,552328,2806252,"Live",16.4,47.5,0.13,"Dead","Male",NA,NA,2018-08-10,NA,15.9,46,0.13,0.095,NA,"Normal",NA,"Normal","Male","mid body girth = 10.6 cm",1,"Male",0.499999999999998,0
"TuMe2664","captured;UF trap line",2018-08-09,"TH10",657,NA,551649,2806539,"Live",28.3,79,0.68,"Dead","Male",NA,NA,2018-08-10,NA,27.9,77.3,0.68,17.484,NA,"Normal",NA,"Normal","Male","mid-body girth = 18.5 cm",1,"Male",0.400000000000002,0
"TuMe2665","captured;UF trap line",2018-08-09,"TH40",661,NA,551006,2807185,"Live",15.7,42.2,0.1,"Dead","Female",NA,NA,2018-08-10,NA,15.2,42,0.1,0.998,"Missing tail tip","Normal",NA,"Normal","Female","Mid-body girth = 9.4 cm",1,"Female",0.5,0
"TuMe2666","captured;UF trap line",2018-08-09,"DFF1",663,NA,551004,2807594,"Live",22.4,62.3,0.35,"Dead","Male",NA,"Shed on tail",2018-08-10,NA,21.9,61.6,0.36,1.388,NA,"Normal",NA,"Normal","Male","mid body girth = 15.0 cm",1,"Male",0.5,-0.01
"TuMe2667","captured;UF trap line",2018-08-09,"HH19",728,NA,551008,2806486,"Live",22.6,62.8,0.34,"Dead","Male",NA,NA,2018-08-10,NA,21.6,62,0.34,6.596,NA,"Normal",NA,"Normal","Male","mid body girth = 14.1 cm",1,"Male",1,0
"TuMe2668","captured;UF trap line",2018-08-10,"TH1",793,NA,553958,2806570,"Live",28,80.1,0.78,"Dead","Male",NA,NA,2018-08-10,NA,26.6,78.3,0.78,28.842,"Scar on left ventral mid-body","Normal",NA,"Normal","Male","Mid-body girth: 21.5 cm",0,"Male",1.4,0
"TuMe2669","captured;UF trap line",2018-08-10,"HH1",794,NA,553958,2806546,"Live",21.6,60.1,0.35,"Dead","Male",NA,"Shedding present on tail",2018-08-10,NA,21.8,59.1,0.34,7.425,NA,"Normal",NA,"Normal","Male","mid body girth = 14.3 cm",0,"Male",-0.199999999999999,0.00999999999999995
"TuMe2670","captured;UF trap line",2018-08-10,"TH2",795,NA,553926,2806567,"Live",15.3,45.7,0.11,"Dead","Female",NA,NA,2018-08-10,NA,15.8,45.6,0.12,0.545,NA,"Normal",NA,"Normal","Female","mid body girth = 10.2 cm",0,"Female",-0.5,-0.01
"TuMe2671","captured;UF trap line",2018-08-10,"HH9",653,NA,551862,2806540,"Live",20.3,57.7,0.31,"Dead","Male",NA,NA,2018-08-10,NA,20,56.2,0.31,5.526,NA,"Normal",NA,"Normal","Male",NA,0,"Male",0.300000000000001,0
"TuMe2672","captured;UF trap line",2018-08-14,"TH1",793,NA,553958,2806570,"Live",23.9,65,0.49,"Dead","Female",NA,NA,2018-08-14,NA,23.6,63.4,0.49,22.807,NA,"Normal",NA,"Normal","Female","mid body girth = 19.4 cm",0,"Female",0.299999999999997,0
"TuMe2673","captured;UF trap line",2018-08-14,"DFC2",644,NA,552328,2806252,"Live",21.3,59.2,0.29,"Dead","Female",NA,NA,2018-08-14,NA,20.2,57,0.29,1.2,NA,"Normal",NA,"Normal","Female",NA,0,"Female",1.1,0
"TuMe2675","captured;UF trap line",2018-08-14,"DFF1",663,NA,551004,2807594,"Live",14.6,42.1,0.08,"Dead","Female",NA,NA,2018-08-14,NA,14.8,41,0.08,0.53,"None","Normal",NA,"Normal","Female","Mid-body girth = 8.4 cm; no follicles/eggs present to collect",0,"Female",-0.200000000000001,0
"TuMe2676","captured;UF trap line",2018-08-15,"DFC2",644,NA,552328,2806252,"Live",14.2,40.8,0.08,"Dead","Male",NA,NA,2018-08-15,NA,13.8,39.5,0.08,0.133,NA,"Normal",NA,"Normal","Male","mid body girth = 8.3 cm; brown stain on the base of the ventral side of the tail",0,"Male",0.399999999999999,0
"TuMe2678","captured;UF trap line",2018-08-16,"DFC1",643,NA,552324,2806252,"Live",17.5,50.2,0.17,"Dead","Male",NA,NA,2018-08-16,NA,18,49.8,0.17,0.361,"None","Normal",NA,"Normal","Male","Mid-body girth = 12.6 cm",0,"Male",-0.5,0
"TuMe2680","captured;UF trap line",2018-08-17,"TH4",799,NA,552845,2806551,"Live",16.5,48.2,0.12,"Dead","Female",NA,NA,2018-08-17,NA,15.7,46.8,0.14,0.955,NA,"Normal",NA,"Normal","Female","mid-body girth = 11.3 cm; ovaries small and lacking follicles so not collected",0,"Female",0.800000000000001,-0.02
"TuMe2682","captured;UF trap line",2018-08-17,"HH40",662,NA,551006,2807184,"Live",23.8,64.1,0.5,"Dead","Female",NA,NA,2018-08-17,NA,24.1,67.2,0.5,18.09,NA,"Normal",NA,"Normal","Female","mid body girth = 17.6 cm",0,"Female",-0.300000000000001,0
"TuMe2684","captured;UF trap line",2018-08-21,"TH40",661,NA,551006,2807185,"Live",20.9,58.3,0.25,"Dead","Female",NA,NA,2018-08-22,NA,20.1,57.4,0.22,0.274,NA,"Normal",NA,"Normal","Female",NA,1,"Female",0.799999999999997,0.03
"TuMe2685","captured;UF trap line",2018-08-22,"TH9",654,NA,551846,2806539,"Live",24.5,67.6,0.44,"Dead","Male",NA,NA,2018-08-22,NA,23.7,66.2,0.44,6.961,NA,"Normal",NA,"Normal","Male",NA,0,"Male",0.800000000000001,0
"TuMe2686","captured;UF trap line",2018-08-22,"DFF2",664,NA,551003,2807595,"Live",22.5,63,0.38,"Dead","Female",NA,NA,2018-08-22,NA,22.5,62.1,0.35,9.889,NA,"Normal",NA,"Normal","Female",NA,0,"Female",0,0.03
"TuMe2688","captured;UF trap line",2018-08-23,"TH2",795,NA,553926,2806567,"Live",16.2,50.4,0.16,"Dead","Female",NA,NA,2018-08-23,NA,16.8,48.5,0.16,2.955,NA,"Normal",NA,"Normal","Female","mid-body girth = 11.2 cm",0,"Female",-0.600000000000001,0
"TuMe2689","captured;UF trap line",2018-08-23,"TH15",680,NA,549509,2806519,"Live",13.7,37.3,0.06,"Dead","Male",NA,NA,2018-08-23,NA,13.1,37.1,0.0557,0.06,NA,"Normal",NA,"Normal","Male","mid body girth = 7.0 cm",0,"Male",0.6,0.0043
"TuMe2690","captured;UF trap line",2018-08-24,"TH1",793,NA,553958,2806570,"Live",18.9,51.3,0.2,"Dead","Female",NA,NA,2018-08-24,NA,18.2,51,0.2,4.253,NA,"Normal",NA,"Normal","Female","mid body girth = 13.1 cm",0,"Female",0.699999999999999,0
"TuMe2691","captured;UF trap line",2018-08-24,"DFF1",663,NA,551004,2807594,"Live",14,38.8,0.08,"Dead","Male",NA,"incorrectly sexed as female at intake; determined to be male during necropsy (16-Dec-2019, B. Daykin); no buttons present on the individual",2018-08-24,NA,13.9,39.5,0.076,0.276,NA,"Normal",NA,"Normal","Male","mid body girth = 7.8 cm",0,"Male",0.0999999999999996,0.004
"TuMe2692","captured;UF trap line",2018-08-24,NA,728,"Kicked door to Capture!",551008,2806486,"Live",23.4,63,0.38,"Dead","Male",NA,NA,2018-08-24,NA,23,63.1,0.38,5.383,NA,"Normal",NA,"Normal","Male","mid body girth = 15.3 cm",0,"Male",0.399999999999999,0
"TuMe2695","captured;UF trap line",2018-08-28,"TH18",691,NA,547809,2806512,"Live",16.9,48.2,0.15,"Necropsy","Female",NA,"For parasite study; shedding on tail",2018-08-30,NA,16.9,48.2,0.15,0.246,NA,"Normal",NA,"Normal","Female","Examined for parasites by A. Gritzmaker for parasite study",2,"Female",0,0
"TuMe2696","captured;UF trap line",2018-08-29,"TH1",793,NA,553958,2806570,"Live",23.6,66,0.4,"Necropsy","Male",NA,"For parasite study",2018-08-30,NA,23.6,66,0.4,5.634,NA,"Normal",NA,"Normal","Male","Examined for parasites by A. Gritzmaker for parasite study",1,"Male",0,0
"TuMe2698","captured;UF trap line",2018-08-29,"TH16",687,NA,548701,2806513,"Live",16.1,44.1,0.11,"Necropsy","Female",NA,"For parasite study",2018-08-30,NA,16.1,44.1,0.11,0.363,NA,"Normal",NA,"Normal","Female","Parasites examined and collected by A. Gritzmaker for parasite study",1,"Female",0,0
"TuMe2699","captured;UF trap line",2018-08-29,"TH18",691,NA,547809,2806512,"Live",16.1,46.4,0.12,"Necropsy","Female",NA,"For Parasite Study",2018-08-30,NA,16.1,46.4,0.12,1.301,NA,"Normal",NA,"Normal","Female","Examined for parasites by A. Gritzmaker for parasite study",1,"Female",0,0
"TuMe2700","captured;UF trap line",2018-08-31,"TH9",654,NA,551849,2806539,"Live",17.8,50.8,0.18,"Dead","Male",NA,NA,2018-08-31,NA,17.7,50,0.18,3.362,"None","Normal",NA,"Normal","Male","Mid-body girth: 11.9 cm",0,"Male",0.100000000000001,0
"TuMe2702","captured;UF trap line",2018-09-05,"TH2",795,NA,553926,2806567,"Live",14.4,40.4,0.088,"Necropsy","Male",NA,"Held for parisitology study",2018-09-06,NA,14.4,40.4,0.088,4.207,NA,"Normal",NA,"Normal","Male","Examined for parasites by A. Gritzmaker for parasitology study",1,"Male",0,0
"TuMe2703","captured;UF trap line",2018-09-05,"TH3",797,NA,553415,2806527,"Live",24.5,69.7,0.5,"Necropsy","Female",NA,"Held for parisitology study",2018-09-06,NA,24.5,69.7,0.5,13.932,NA,"Normal",NA,"Normal","Female","Examined for parasites by A. Gritzmaker for parasitology study",1,"Female",0,0
"TuMe2704","captured;UF trap line",2018-09-05,"DFD1",649,NA,551997,2806371,"Live",19.8,59.2,0.237,"Necropsy","Female",NA,"Held for parisitology study",2018-09-06,NA,19.8,59.2,0.237,0.479,"Spine and pelvic bone are more prominent than seen in ideal body condition","Normal",NA,"Normal","Female","Examined for parasites by A. Gritzmaker for parasitology study",1,"Female",0,0
"TuMe2705","captured;UF trap line",2018-09-06,"TM06",906,NA,554002,2806597,"Live",17.6,51.2,0.18,"Dead","Female",NA,NA,2018-09-06,NA,17.5,51.1,0.16,1.545,"slight damage to frontonasal, rostral, and frontal scales","Normal",NA,"Normal","Female","mid body girth = 10.7 cm",0,"Female",0.100000000000001,0.02
"TuMe2706","captured;UF trap line",2018-09-06,"TH3",797,NA,553415,2806527,"Live",24.7,67.6,0.54,"Dead","Male",NA,NA,2018-09-06,NA,24.5,67.9,0.53,15.872,"None","Normal",NA,"Normal","Male","Mid-body girth = 18.0 cm",0,"Male",0.199999999999999,0.01
"TuMe2707","captured;UF trap line",2018-09-06,"DFE1",655,NA,551800,2806556,"Live",23.7,65,0.48,"Dead","Male",NA,NA,2018-09-06,NA,24.1,64.4,0.47,16.653,NA,"Normal",NA,"Normal","Male","Mid-body girth = 17.9 cm",0,"Male",-0.400000000000002,0.01
"TuMe2708","captured;UF trap line",2018-09-07,"TM07",907,NA,553967,2806629,"Live",17.7,51.3,0.16,"Dead","Male",NA,NA,2018-09-07,NA,17.3,50.1,0.16,0.839,NA,"Normal",NA,"Normal","Male","mid body girth = 10.0 cm",0,"Male",0.399999999999999,0
"TuMe2709","captured;UF trap line",2018-09-13,"TM07",907,NA,553967,2806629,"Live",19.2,57,0.24,"Dead","Male",NA,NA,2018-09-14,NA,19.4,56,0.23,4.014,NA,"Normal",NA,"Normal","Male","mid body girth = 13.7 cm",1,"Male",-0.199999999999999,0.00999999999999998
"TuMe2710","captured;UF trap line",2018-09-13,"TH5",801,NA,552332,2806544,"Live",22.7,65.7,0.42,"Dead","Female",NA,NA,2018-09-14,NA,22,65.5,0.4,16.919,NA,"Normal",NA,"Normal","Female","Mid body girth: 15.5cm",1,"Female",0.699999999999999,0.02
"TuMe2711","captured;UF trap line",2018-09-13,"TH20",731,NA,551014,2805945,"Live",27.1,78.3,0.8,"Dead","Female",NA,NA,2018-09-14,NA,27.2,78.2,0.79,36.001,NA,"Normal",NA,"Normal","Female","mid-body girth = 21.3 cm",1,"Female",-0.0999999999999979,0.01
"TuMe2715","captured;UF trap line",2018-09-19,"TM06",906,"Captured with TuMe2716 (male)",554002,2806597,"Live",19.7,56.7,0.21,"Dead","Female",NA,NA,2018-09-19,NA,19,55.3,0.2,1.485,NA,"Normal",NA,"Normal","Female","mid body girth = 10.9 cm; shedding",0,"Female",0.699999999999999,0.00999999999999998
"TuMe2716","captured;UF trap line",2018-09-19,"TM06",906,"Captured with TuMe2715 (female)",554002,2806597,"Live",20.6,58.7,0.25,"Dead","Male",NA,NA,2018-09-19,NA,20.2,57.6,0.25,1.616,NA,"Normal",NA,"Normal","Male","mid body girth = 13.9 cm",0,"Male",0.400000000000002,0
"TuMe2717","captured;UF trap line",2018-09-19,"TH3",797,NA,553415,2806527,"Live",20.5,57.8,0.25,"Dead","Female",NA,NA,2018-09-19,NA,19.2,56.1,0.24,6.104,NA,"Normal",NA,"Normal","Female","mid body girth = 12.2 cm",0,"Female",1.3,0.01
"TuMe2719","captured;UF trap line",2018-09-19,"TH18",691,NA,547809,2806512,"Live",15.2,43.1,0.1,"Dead","Male",NA,NA,2018-09-19,NA,14.2,41.3,0.1,0.202,NA,"Normal",NA,"Normal","Male",NA,0,"Male",1,0
"TuMe2720","captured;UF trap line",2018-09-20,"TM08",908,"In trap with TuMe2721",553967,2806623,"Live",25.8,71.9,0.63,"Dead","Male",NA,NA,2018-09-20,NA,25.9,71.7,0.62,32.226,NA,"Normal",NA,"Normal","Male","mid body girth = 19.9 cm",0,"Male",-0.0999999999999979,0.01
"TuMe2721","captured;UF trap line",2018-09-20,"TM08",908,"In trap with TuMe2720",553967,2806623,"Live",25.9,71,0.6,"Dead","Male",NA,NA,2018-09-20,NA,25.3,69.9,0.61,48.815,NA,"Normal",NA,"Normal","Male","mid body girth = 19.8 cm",0,"Male",0.599999999999998,-0.01
"TuMe2722","captured;UF trap line",2018-09-20,"DFD4",652,NA,552004,2806371,"Live",20.1,58.4,0.28,"Dead","Male",NA,NA,2018-09-20,NA,19.6,56.7,0.27,2.981,NA,"Normal",NA,"Normal","Male","Mid-body girth = 14.8 cm",0,"Male",0.5,0.01
"TuMe2725","captured;UF trap line",2018-09-25,"TH9",654,NA,551846,2806539,"Live",25.7,69.8,0.67,"Dead","Female",NA,NA,2018-09-25,NA,24.9,71.4,0.67,32.36,NA,"Normal",NA,"Normal","Female","mid body girth = 21.6 cm; chunky individual",0,"Female",0.800000000000001,0
"TuMe2726","captured;UF trap line",2018-09-25,"TH18",691,NA,547809,2806512,"Live",17.2,50,0.19,"Dead","Female",NA,NA,2018-09-25,NA,18.1,50.1,0.19,8.337,NA,"Normal",NA,"Normal","Female","Mid-body girth = 13.5 cm",0,"Female",-0.900000000000002,0
"TuMe2728","captured;UF trap line",2018-10-02,"TH18",691,NA,547809,2806512,"Live",17.9,51,0.18,"Dead","Female",NA,NA,2018-10-02,NA,17.1,50.1,0.17,1.665,NA,"Normal",NA,"Normal","Female","mid body girth = 11.9 cm; shedding",0,"Female",0.799999999999997,0.00999999999999998
"TuMe2729","captured;UF trap line",2018-10-04,"TM04",904,NA,553981,2806595,"Live",17.8,51.5,0.18,"Dead","Male",NA,NA,2018-10-04,NA,18.1,50.8,0.18,0.862,NA,"Normal",NA,"Normal","Male","Mid-body girth = 11.7 cm",0,"Male",-0.300000000000001,0
"TuMe2730","captured;UF trap line",2018-10-04,"TM09",909,NA,553983,2806577,"Live",27.9,78.2,0.77,"Dead","Male",NA,NA,2018-10-04,NA,26.8,76,0.77,72.028,NA,"Normal",NA,"Normal","Male","mid body girth = 21.2 cm",0,"Male",1.1,0
