OID_,UF_Animal_ID,Status,Capture_Date,Capture_Location,Trap_Name,Capture_Notes,UTM_Easting,UTM_Northing,Specimen_Condition,Intake_SVL,Intake_TL,Intake_Weight_kg,Measurements,Intake_Sex,Age_Class,General_Notes,Euth_Date,Final_Disposition,Nec_SVL,Nec_TL,Nec_Weight_kg,fat_g,Malformations,Extremities,Extremities_Notes,Reproductive_Sys,Nec_Sex,GI_Wt,Additional_Notes,Date_Diff,Analysis_Sex,SVL_Diff,Weight_Diff,mass_g,fulton,year,month_numb,day,month,percfat,sizeclass,NEAR_FID,C110111_DIST,C110424_DIST,JDC_DIST,Pond_DIST,UP_DIST,WCS_DIST,Hab1,Hab2
1207,TuMe1100,UF trap line,6/16/2015,Trap1,34,Trap1,553953,2806576,Live,22.8,63.1,0.36,Dead,Male,NA,NA,6/16/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,360,3.037371823,2015,6,16,Jun,NA,Group3,1,8253.264203,2955.34262,1764.404999,2000.624153,41,5737.13866,4,4
466,TuMe1103,UF trap line,6/16/2015,HH6,155,NA,552577,2806532,Live,25.3,72.4,0.52,Dead,Male,NA,NA,6/16/2015,NA,24.7,70.2,0.485,1.533,NA,Normal,NA,Normal,Male,43.728,NA,0,Male,0.6,0.035,520,3.211010902,2015,6,16,Jun,0.294807692,Group3,1,7817.222653,1579.000317,433.115458,633.5053275,1416.991531,5133.794698,4,4
77,TuMe1106,transferred,6/11/2015,LT11,49,NA,547833,2804550,Live,27.5,79.5,0.648,Alive,Male,NA,NA,6/13/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Male,NA,NA,648,3.115852742,2015,6,11,Jun,NA,Group4,1,6474.415031,3733.843328,4714.619073,4516.363692,6487.435934,4333.761876,5,6
78,TuMe1110,transferred,6/7/2015,LT13,51,NA,547838,2804170,Live,28,80.5,0.804,Alive,Male,NA,NA,6/10/2015,Sent to Sterling Nesbitt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Male,NA,NA,804,3.662536443,2015,6,7,Jun,NA,Group4,1,6142.006594,3944.606571,4864.134867,4678.83276,6611.826525,4083.833616,5,6
467,TuMe1116,UF trap line,6/17/2015,HH7,156,NA,552313,2806546,Live,26,72,0.47,Dead,Male,NA,NA,6/17/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,470,2.674101047,2015,6,17,Jun,NA,Group3,1,7780.833503,1315.085549,264.8490136,388.2743875,1680.452618,5074.526579,4,4
468,TuMe1118,UF trap line,6/17/2015,HH8,157,NA,551862,2806546,Live,24.3,65.9,0.375,Dead,Female,NA,NA,6/17/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,375,2.613439477,2015,6,17,Jun,NA,Group3,1,7715.437317,864.1301985,425.0176467,193.7937047,2131.356845,4980.469155,4,4
1800,TuMe1119,UF trap line,6/17/2015,HH51,154,NA,550970,2806999,Live,29.1,79.5,0.8,Dead,Male,NA,NA,6/17/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,800,3.246467205,2015,6,17,Jun,NA,Group4,1,8116.002218,468.8368586,1422.465817,1169.283969,3051.21697,5365.443691,5,6
82,TuMe1120,UF trap line,6/17/2015,HH17,141,NA,551034,2803066,Live,19.8,56.2,0.22,Dead,Female,NA,NA,6/17/2015,NA,20.1,56.7,0.23,0.621,NA,Normal,NA,Normal,Female,14.801,NA,0,Female,0.3,0.01,220,2.834177918,2015,6,17,Jun,0.282272727,Group2,1,4183.585663,3465.187008,3443.061428,3441.479333,4597.721392,1432.008729,5,5
83,TuMe1121,UF trap line,6/17/2015,HH16,140,Removed from trap during C-110 survey because Tegu was stuck halfway out of the trap after attempting to escape through gaps in trap,551026,2804046,Live,17.7,39.8,0.16,Dead,Female,NA,"Hatchling size, tail regen = 9.6cm",6/18/2015,NA,18.2,41,0.16,0.087,tail regen 9.6cm,Abnormal,Tail regen- 9.6cm,Normal,Female,7.506,NA,1,Female,0.5,0,160,2.885361174,2015,6,17,Jun,0.054375,Group2,1,5163.372251,2485.157741,2547.82103,2514.687257,3905.074903,2412.035033,5,5
1208,TuMe1122,UF trap line,6/18/2015,Trap1,34,NA,553935,2806578,Live,25.6,68.5,0.42,Dead,Female,NA,NA,6/18/2015,NA,24.3,67.4,0.44,0.539,NA,Normal,"~15 damaged scales on ventral side of tail ~3cm from vent.
Scar and damaged scales on dorsal side of tail ~20cm from vent.",Normal,Female,32.165,NA,0,Female,1.3,0.02,420,2.503395081,2015,6,18,Jun,0.128333333,Group3,1,8248.628128,2937.37604,1746.940468,1982.910235,58.42088668,5729.742752,4,4
469,TuMe1123,UF trap line,6/18/2015,HH4,150,NA,553159,2806558,Live,27.9,75,0.49,Dead,Female,NA,NA,6/18/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,490,2.256230523,2015,6,18,Jun,NA,Group4,1,7982.70944,2161.168665,982.9226826,1210.162386,834.4369359,5360.986476,5,5
470,TuMe1124,UF trap line,6/18/2015,HH8,157,NA,551862,2806546,Live,24.4,65.2,0.395,Dead,Male,NA,NA,6/18/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,395,2.719115256,2015,6,18,Jun,NA,Group3,1,7715.437317,864.1301985,425.0176467,193.7937047,2131.356845,4980.469155,4,4
471,TuMe1127,UF trap line,6/19/2015,HH4,150,NA,553159,2806558,Live,38.2,79,1.48,Dead,Male,NA,Regen Tail,6/19/2015,NA,38.2,79.1,1.5,4.857,NA,Normal,tail regeneration: 15.7 cm; 25.2 from cloaca to beginning of regeneration,Normal,Female,48.109,Pentax 176-0435 to 0437,0,Female,0,0.02,1480,2.655043413,2015,6,19,Jun,0.328175676,Group4,1,7982.70944,2161.168665,982.9226826,1210.162386,834.4369359,5360.986476,5,5
472,TuMe1128,UF trap line,6/19/2015,HH7,156,NA,552313,2806546,Live,21.9,62,0.3,Dead,Male,NA,NA,6/19/2015,NA,21.1,60.2,0.31,1.447,NA,Normal,NA,Normal,Female,24.176,NA,0,Female,0.8,0.01,300,2.856201943,2015,6,19,Jun,0.482333333,Group2,1,7780.833503,1315.085549,264.8490136,388.2743875,1680.452618,5074.526579,4,4
1801,TuMe1130,UF trap line,6/19/2015,HF50,153,NA,550967,2807165,Live,24.7,56.3,0.48,Dead,Male,NA,Tail Regen,6/19/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,480,3.185300264,2015,6,19,Jun,NA,Group3,1,8282.000543,634.757434,1513.214459,1267.379186,3081.083576,5531.468612,4,4
39,TuMe1132,transferred,6/18/2015,S121,225,NA,551014,2800992,Live,25,62,0.518,Alive,Female,NA,NA,6/19/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Female,NA,NA,518,3.3152,2015,6,18,Jun,NA,Group3,1,2109.592615,5539.023109,5443.024527,5470.763018,6336.883303,642.4865757,5,6
1983,TuMe1133,transferred,6/17/2015,S101C,204,NA,547928,2810158,Live,27,63,0.562,Alive,Male,NA,Tail is Broken/Reg,6/19/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Male,NA,NA,562,2.855255805,2015,6,17,Jun,NA,Group4,1,11676.59715,4751.8448,5762.313771,5526.883389,7039.215439,9073.968096,6,7
1780,TuMe1134,transferred,6/18/2015,S103,207,NA,547774,2808787,Live,28.5,81,0.76,Alive,Female,NA,NA,6/19/2015,Sent to Sterling Nesbitt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Female,NA,NA,760,3.283061455,2015,6,18,Jun,NA,Group4,1,10405.06204,3934.934815,5084.616111,4830.423687,6597.330142,7862.927826,6,7
186,TuMe1136,transferred,6/18/2015,S119,223,NA,550197,2806527,Live,26.5,74.5,0.594,Alive,Male,NA,NA,6/19/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Male,NA,NA,594,3.191896666,2015,6,18,Jun,NA,Group3,1,7682.38407,801.0099875,2025.535485,1771.110951,3796.443072,4964.918227,5,6
1984,TuMe1141,transferred,6/16/2015,S102,206,NA,548118,2809513,Live,28,80,0.75,Alive,Male,NA,NA,6/19/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Male,NA,NA,750,3.41654519,2015,6,16,Jun,NA,Group4,1,11004.39076,4145.687398,5201.440666,4959.034684,6564.206654,8403.028145,6,7
2015,TuMe1142,transferred,6/19/2015,FWC 1028,NA,NA,554799,2810019,Live,28.6,80.9,0.9,Alive,Female,NA,NA,6/19/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,900,3.847196864,2015,6,19,Jun,NA,Group4,1,11777.84874,5158.851132,4529.791386,4614.20524,3527.320796,9189.440951,4,4
1781,TuMe1144,transferred,6/21/2015,S105,209,NA,547729,2807158,Live,25,69,0.43,Alive,Female,NA,NA,6/22/2015,Sent to Sterling Nesbitt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Female,NA,NA,430,2.752,2015,6,21,Jun,NA,Group3,1,8884.866347,3328.586787,4562.027729,4303.902067,6290.153019,6439.772977,5,6
187,TuMe1146,transferred,6/21/2015,S120,224,NA,550618,2806532,Live,20,44.5,0.302,Alive,Male,NA,Tail is Broken/Reg,6/22/2015,Sent to Sterling Nesbitt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Male,NA,NA,302,3.775,2015,6,21,Jun,NA,Group2,1,7656.821599,380.0013158,1608.52852,1352.567928,3375.416122,4916.059906,5,6
1209,TuMe1147,UF trap line,6/23/2015,HH1,133,NA,553958,2806544,Live,24.4,67.9,0.38,Dead,Male,NA,NA,6/23/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,380,2.615857715,2015,6,23,Jun,NA,Group3,1,8225.263339,2960.028547,1764.672208,2002.726142,53.90732789,5712.150296,4,4
473,TuMe1149,UF trap line,6/23/2015,HH8,157,NA,551862,2806546,Live,20.4,55.1,0.23,Dead,Male,NA,NA,6/23/2015,NA,20.2,55,0.23,3.989,NA,Normal,NA,Normal,Male,13.416,NA,0,Male,0.2,0,230,2.709176712,2015,6,23,Jun,1.734347826,Group2,1,7715.437317,864.1301985,425.0176467,193.7937047,2131.356845,4980.469155,4,4
1802,TuMe1150,UF trap line,6/23/2015,HF51,132,NA,550973,2806831,Live,24,67.9,0.39,Dead,Male,NA,NA,6/23/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,390,2.821180556,2015,6,23,Jun,NA,Group3,1,7948.005096,301.0398645,1345.366121,1086.978381,3030.00264,5197.419071,5,6
1210,TuMe1151,UF trap line,6/23/2015,Trap1,34,NA,553953,2806578,Live,28,76.1,0.52,Dead,Female,NA,NA,6/23/2015,NA,27.6,74.3,0.52,0.531,NA,Normal,NA,Normal,Female,14.652,NA,0,Female,0.4,0,520,2.368804665,2015,6,23,Jun,0.102115385,Group4,1,8255.128467,2955.37375,1764.716691,2000.821081,40.60788101,5738.86156,4,4
1211,TuMe1152,UF trap line,6/24/2015,Trap2,35,NA,553935,2806576,Live,22.9,50.1,0.31,Dead,Female,NA,Regenerated tail,6/24/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,310,2.58139965,2015,6,24,Jun,NA,Group3,1,8246.762395,2937.344719,1746.625604,1982.711527,58.69412236,5728.017109,4,4
1212,TuMe1153,UF trap line,6/24/2015,HH1,133,NA,553958,2806544,Live,26.3,70.9,0.48,Dead,Male,NA,NA,6/24/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,480,2.638602636,2015,6,24,Jun,NA,Group3,1,8225.263339,2960.028547,1764.672208,2002.726142,53.90732789,5712.150296,4,4
474,TuMe1154,UF trap line,6/24/2015,P1,163,NA,552001,2806452,Live,25.2,70.5,0.46,Dead,Female,NA,NA,6/24/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,460,2.874459602,2015,6,24,Jun,NA,Group3,1,7639.707455,1006.106356,257.2566812,81.88406438,1996.435073,4913.101668,4,4
475,TuMe1155,UF trap line,6/24/2015,HH9,158,NA,551570,2806529,Live,25.9,72.6,0.52,Dead,Male,NA,NA,6/24/2015,NA,24.6,71.2,0.51,2.938,NA,Normal,NA,Normal,Male,32.193,NA,0,Male,1.3,0.01,520,2.992981631,2015,6,24,Jun,0.565,Group3,1,7669.977314,572.0034965,679.0647981,419.3626116,2423.647045,4923.716686,4,4
188,TuMe1156,UF trap line,6/24/2015,HH10,134,NA,551242,2806525,Live,24,67.8,0.39,Dead,Male,NA,NA,6/24/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,390,2.821180556,2015,6,24,Jun,NA,Group3,1,7647.054858,244.0737593,993.3544181,734.4555807,2751.65423,4895.210925,4,4
1803,TuMe1157,UF trap line,6/24/2015,HF50,153,NA,550967,2807165,Live,25.7,54.3,0.44,Dead,Female,NA,Regen tail,6/24/2015,NA,25.3,53.5,0.48,2.134,Tail regen = 18.1cm,Normal,Tail regen = 18.1cm,Normal,Female,27.057,NA,0,Female,0.4,0.04,440,2.592109278,2015,6,24,Jun,0.485,Group3,1,8282.000543,634.757434,1513.214459,1267.379186,3081.083576,5531.468612,4,4
1804,TuMe1158,UF trap line,6/24/2015,HH51,154,NA,550970,2806999,Live,25.9,72.5,0.51,Dead,Male,NA,NA,6/24/2015,NA,25.6,70.4,0.5,0.641,NA,Normal,NA,Normal,Male,49.232,NA,0,Male,0.3,0.01,510,2.935424292,2015,6,24,Jun,0.125686275,Group3,1,8116.002218,468.8368586,1422.465817,1169.283969,3051.21697,5365.443691,5,6
1213,TuMe1161,UF trap line,6/25/2015,Trap1,34,NA,553953,2806578,Live,27.3,73,0.58,Dead,Male,NA,NA,6/25/2015,NA,26.8,72.5,0.6,2.252,NA,Normal,NA,Normal,Male,48.588,NA,0,Male,0.5,0.02,580,2.850624756,2015,6,25,Jun,0.388275862,Group4,1,8255.128467,2955.37375,1764.716691,2000.821081,40.60788101,5738.86156,4,4
476,TuMe1162,UF trap line,6/25/2015,HH7,156,NA,552313,2806546,Live,27.1,75.5,0.5,Alive,Male,NA,NA,6/25/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,500,2.512245817,2015,6,25,Jun,NA,Group4,1,7780.833503,1315.085549,264.8490136,388.2743875,1680.452618,5074.526579,4,4
477,TuMe1163,UF trap line,6/25/2015,JD2,160,NA,552278,2806410,Live,24.1,66.4,0.38,Dead,Female,NA,NA,6/25/2015,NA,23.5,66.5,0.4,1.621,NA,Normal,NA,Normal,Female,31.474,NA,0,Female,0.6,0.02,380,2.714766422,2015,6,25,Jun,0.426578947,Group3,1,7640.832743,1285.706421,127.6244491,317.4208563,1723.90545,4934.095358,12,15
1805,TuMe1164,UF trap line,6/25/2015,HH50,152,NA,550969,2807329,Live,24.3,65.8,0.42,Dead,Female,NA,NA,6/25/2015,NA,24.2,64.6,0.41,2.363,NA,Normal,NA,Normal,Female,37.451,NA,0,Female,0.1,0.01,420,2.927052214,2015,6,25,Jun,0.562619048,Group3,1,8446.00148,798.5267685,1610.841395,1373.553785,3114.179186,5695.430186,4,4
40,TuMe1165,UF trap line,6/25/2015,HF18,127,NA,551043,2801760,Live,26.5,61.7,0.54,Dead,Male,NA,Tail regeneration: 21.5cm,6/25/2015,NA,26.2,62,0.53,2.534,NA,Normal,"Regrown tail: 21.2cm
15.0cm from cloaca to start of regrown tail",Normal,Male,50.841,NA,0,Male,0.3,0.01,540,2.901724242,2015,6,25,Jun,0.469259259,Group3,1,2878.084432,4771.212215,4689.525882,4710.516001,5655.362499,126.0634761,5,5
1214,TuMe1166,UF trap line,6/26/2015,Trap1,34,NA,553953,2806578,Live,25.2,59.2,0.46,Dead,Male,NA,Regenerated tail - length of regeneration 24.2cm,6/26/2015,NA,25,58.4,0.45,0.498,"tail regeneration: 23.9 cm total regeneration, starting 9.8 cm from cloaca",Normal,"tail regeneration: 23.9 cm total regeneration, starting 9.8 cm from cloaca",Normal,Male,47.185,NA,0,Male,0.2,0.01,460,2.874459602,2015,6,26,Jun,0.10826087,Group3,1,8255.128467,2955.37375,1764.716691,2000.821081,40.60788101,5738.86156,4,4
1215,TuMe1167,UF trap line,6/26/2015,HH3,149,NA,553418,2806537,Live,26.7,76.5,0.58,Dead,Male,NA,NA,6/26/2015,NA,27.5,77.2,0.58,6.393,NA,Normal,NA,Normal,Female,34.225,NA,0,Female,0.8,0,580,3.047152638,2015,6,26,Jun,1.102241379,Group3,1,8037.775314,2420.007438,1230.645765,1464.440166,577,5449.683477,4,4
478,TuMe1168,UF trap line,6/26/2015,HH5,151,NA,552797,2806551,Live,22.5,56,0.3,Dead,Male,NA,NA,6/26/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,300,2.633744856,2015,6,26,Jun,NA,Group3,1,7884.041667,1799.111169,637.6284184,852.3297484,1196.48318,5221.824681,5,5
479,TuMe1169,UF trap line,6/26/2015,HH6,155,NA,552577,2806532,Live,26.1,69.4,0.5,Dead,Male,NA,NA,6/26/2015,NA,26,68.5,0.495,0.775,NA,Normal,NA,Normal,Male,33.968,NA,0,Male,0.1,0.005,500,2.812214754,2015,6,26,Jun,0.155,Group3,1,7817.222653,1579.000317,433.115458,633.5053275,1416.991531,5133.794698,4,4
1806,TuMe1170,UF trap line,6/26/2015,HF50,153,NA,550967,2807165,Live,23.2,54.8,0.32,Dead,Male,NA,"Regenerated tail, length of regeneration 20cm
May have been sent to Sterling Nesbitt to VT",6/26/2015,Sent to Sterling Nesbitt,22.6,53.9,0.32,0.516,tail regeneration: 20 cm,Normal,"tail regeneration: 20 cm, 11.3 cm from cloaca",Normal,Male,27.029,NA,0,Male,0.6,0,320,2.562630694,2015,6,26,Jun,0.16125,Group3,1,8282.000543,634.757434,1513.214459,1267.379186,3081.083576,5531.468612,4,4
189,TuMe1171,UF trap line,6/26/2015,HH11,135,NA,551007,2806486,Live,36.1,98,1.54,Dead,Male,NA,NA,6/26/2015,NA,34.9,95.9,1.56,61.462,NA,Normal,NA,Normal,Female,170.08,NA,0,Female,1.2,0.02,1540,3.273400279,2015,6,26,Jun,3.991038961,Group4,1,7603.121596,45.89117562,1216.99014,960.8647147,2987.640708,4852.105522,4,4
190,TuMe1172,UF trap line,6/26/2015,HH22,147,NA,551005,2805006,Live,22.4,63.5,0.32,Dead,Male,NA,NA,6/26/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,320,2.847120991,2015,6,26,Jun,NA,Group2,1,6123.137268,1525.016065,1769.644315,1674.43274,3379.553965,3372.171407,5,6
480,TuMe1178,UF trap line,6/30/2015,P1,163,NA,552001,2806452,Live,27.7,76.4,0.515,Dead,Male,NA,NA,6/30/2015,NA,26.6,76.5,0.53,0.56,NA,Normal,NA,Normal,Male,23.377,NA,0,Male,1.1,0.015,515,2.423080942,2015,6,30,Jun,0.108737864,Group4,1,7639.707455,1006.106356,257.2566812,81.88406438,1996.435073,4913.101668,4,4
1216,TuMe1179,UF trap line,6/30/2015,HH2,144,NA,553772,2806568,Live,27.1,73.5,0.495,Dead,Female,NA,NA,6/30/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,495,2.487123358,2015,6,30,Jun,NA,Group4,1,8181.936751,2774.246745,1584.487299,1819.737344,221.6528818,5640.358588,4,4
1217,TuMe1180,UF trap line,6/30/2015,HH1,133,NA,553958,2806544,Live,22.2,56.3,0.3,Dead,Female,NA,NA,6/30/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,NA,NA,300,2.74196768,2015,6,30,Jun,NA,Group2,1,8225.263339,2960.028547,1764.672208,2002.726142,53.90732789,5712.150296,4,4
1218,TuMe1181,UF trap line,6/30/2015,Trap2,35,NA,553935,2806576,Live,24,66.2,0.37,Dead,Male,NA,NA,6/30/2015,NA,23.4,64.7,0.38,0.282,NA,Normal,NA,Normal,Male,36.215,NA,0,Male,0.6,0.01,370,2.67650463,2015,6,30,Jun,0.076216216,Group3,1,8246.762395,2937.344719,1746.625604,1982.711527,58.69412236,5728.017109,4,4
481,TuMe1182,UF trap line,6/30/2015,B1,123,NA,551804,2806568,Live,24.7,69.7,0.44,Dead,Male,NA,NA,6/30/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,440,2.919858575,2015,6,30,Jun,NA,Group3,1,7730.771307,806.8488086,485.3782031,245.5768719,2189.066011,4992.953134,4,4
1219,TuMe1183,UF trap line,6/30/2015,HH3,149,NA,553418,2806537,Live,26.9,73.2,0.52,Dead,Male,NA,NA,6/30/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,520,2.671446638,2015,6,30,Jun,NA,Group4,1,8037.775314,2420.007438,1230.645765,1464.440166,577,5449.683477,4,4
84,TuMe1184,UF trap line,6/30/2015,HH20,145,NA,551019,2802896,Live,23.8,64.9,0.395,Dead,Male,NA,NA,6/30/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,NA,NA,395,2.929990582,2015,6,30,Jun,NA,Group3,1,4013.376882,3635.06066,3608.229067,3609.363517,4738.501556,1262.158469,5,6
1220,TuMe1187,UF trap line,7/1/2015,HH2,144,NA,553772,2806568,Live,25.5,71.1,0.435,Dead,Female,NA,NA,7/1/2015,NA,23.9,69.8,0.45,0.97,Shedding,Normal,NA,Normal,Female,16.401,NA,0,Female,1.6,0.015,435,2.623425379,2015,7,1,Jul,0.222988506,Group3,1,8181.936751,2774.246745,1584.487299,1819.737344,221.6528818,5640.358588,4,4
1807,TuMe1189,UF trap line,7/1/2015,HH51,154,NA,550970,2806999,Live,20.4,42.7,0.245,Dead,Male,NA,Regen tail = 9.2 cm,7/1/2015,Disposed at South Dade Landfill,19.9,43.4,0.25,1.923,9.2 cm of tail regen,Normal,NA,Normal,Male,36.44,NA,0,Male,0.5,0.005,245,2.88586215,2015,7,1,Jul,0.784897959,Group2,1,8116.002218,468.8368586,1422.465817,1169.283969,3051.21697,5365.443691,5,6
85,TuMe1190,UF trap line,7/1/2015,HH21,146,NA,551009,2804239,Live,25.4,71.2,0.49,Dead,Female,NA,NA,7/1/2015,NA,25.2,72.6,0.495,21.838,overweight? Fat pads larger than usual,Normal,NA,Normal,Female,26.881,NA,0,Female,0.2,0.005,490,2.990163461,2015,7,1,Jul,4.456734694,Group3,1,5356.189037,2292.026396,2387.125887,2343.520855,3795.78345,2605.172739,5,6
1221,TuMe1191,UF trap line,7/2/2015,Trap2,35,NA,553935,2806576,Live,21.5,59.1,0.26,Dead,Female,NA,NA,7/2/2015,NA,20.6,57.9,0.26,1.323,NA,Normal,NA,Normal,Female,21.743,NA,0,Female,0.9,0,260,2.616121851,2015,7,2,Jul,0.508846154,Group2,1,8246.762395,2937.344719,1746.625604,1982.711527,58.69412236,5728.017109,4,4
482,TuMe1192,UF trap line,7/3/2015,P2,164,NA,551992,2806291,Live,26,72.5,0.53,Dead,Male,NA,NA,7/3/2015,NA,25.7,75.2,0.535,1.433,NA,Normal,0.4 cm tail regeneration,Normal,Male,26.046,NA,0,Male,0.3,0.005,530,3.015475649,2015,7,3,Jul,0.270377358,Group3,1,7478.987097,1022.563445,218.2773465,93.92017888,2022.48288,4753.510072,4,4
483,TuMe1193,UF trap line,7/3/2015,B1,123,NA,551804,2806568,Live,24.7,67,0.45,Dead,Female,NA,NA,7/3/2015,NA,24.4,67.1,0.44,2.018,NA,Normal,NA,Normal,Female,41.913,NA,0,Female,0.3,0.01,450,2.986218997,2015,7,3,Jul,0.448444444,Group3,1,7730.771307,806.8488086,485.3782031,245.5768719,2189.066011,4992.953134,4,4
484,TuMe1194,UF trap line,7/3/2015,HH9,158,NA,551570,2806529,Live,29,78.4,0.6,Dead,Female,NA,NA,7/3/2015,NA,27.9,77.4,0.59,0.454,NA,Normal,NA,Normal,Female,51.64,NA,0,Female,1.1,0.01,600,2.460125466,2015,7,3,Jul,0.075666667,Group4,1,7669.977314,572.0034965,679.0647981,419.3626116,2423.647045,4923.716686,4,4
86,TuMe1195,UF trap line,7/3/2015,HH16,140,NA,551026,2804046,Live,23.7,68.1,0.34,Dead,Female,NA,Missing right front leg.,7/3/2015,NA,23.1,65.9,0.34,1.466,missing right forearm,Abnormal,"missing right forelimb (pic # 169-0393)
toenail falling off of large toe of back right leg",Normal,Female,16.947,pic # 169-0393 to 0397,0,Female,0.6,0,340,2.55407637,2015,7,3,Jul,0.431176471,Group3,1,5163.372251,2485.157741,2547.82103,2514.687257,3905.074903,2412.035033,5,5
191,TuMe1196,UF trap line,7/6/2015,HH11,135,NA,551007,2806486,Live,23.7,64.7,0.38,Dead,Female,NA,NA,7/7/2015,NA,23.5,62.6,0.4,4.982,NA,Normal,NA,Normal,Female,21.379,NA,1,Female,0.2,0.02,380,2.854555943,2015,7,6,Jul,1.311052632,Group3,1,7603.121596,45.89117562,1216.99014,960.8647147,2987.640708,4852.105522,4,4
485,TuMe1198,UF trap line,7/7/2015,P2,164,NA,551992,2806291,Live,27.5,77.5,0.6,Necropsy,Male,NA,Animal frozen before measurements were collected.,7/8/2015,NA,27.1,78.3,0.58,1.61,NA,Normal,NA,Normal,Male,30.032,NA,1,Male,0.4,0.02,600,2.885048835,2015,7,7,Jul,0.268333333,Group4,1,7478.987097,1022.563445,218.2773465,93.92017888,2022.48288,4753.510072,4,4
486,TuMe1199,UF trap line,7/7/2015,B1,123,NA,551804,2806568,Live,24.8,66.6,0.48,Necropsy,Female,NA,Animal frozen before measurements were collected.,7/8/2015,NA,24.4,67.4,0.44,2.48,NA,Normal,NA,Normal,Female,14.79,NA,1,Female,0.4,0.04,480,3.146923568,2015,7,7,Jul,0.516666667,Group3,1,7730.771307,806.8488086,485.3782031,245.5768719,2189.066011,4992.953134,4,4
192,TuMe1200,UF trap line,7/7/2015,HH22,147,NA,551005,2805006,Live,21.3,60,0.32,Necropsy,Female,NA,Animal frozen before measurements were collected.,7/8/2015,NA,21.9,61.7,0.31,3.533,NA,Normal,NA,Normal,Female,13.025,NA,1,Female,0.6,0.01,320,3.311396367,2015,7,7,Jul,1.1040625,Group2,1,6123.137268,1525.016065,1769.644315,1674.43274,3379.553965,3372.171407,5,6
1222,TuMe1201,UF trap line,7/7/2015,Trap1,34,NA,553953,2806578,Live,24.2,69.6,0.44,Necropsy,Male,NA,Animal frozen before measurements were collected.,7/8/2015,NA,24,70.5,0.435,1.568,NA,Normal,NA,Normal,Male,11.022,NA,1,Male,0.2,0.005,440,3.104606615,2015,7,7,Jul,0.356363636,Group3,1,8255.128467,2955.37375,1764.716691,2000.821081,40.60788101,5738.86156,4,4
1223,TuMe1202,UF trap line,7/8/2015,HH1,133,NA,553958,2806544,Live,25.6,59,0.465,Dead,Male,NA,Tail regen = 14.8cm,7/9/2015,NA,25.4,59.4,0.45,4.114,tail regeneration 14.9 cm,Normal,tail regeneration,Normal,Male,32.821,NA,1,Male,0.2,0.015,465,2.771615982,2015,7,8,Jul,0.884731183,Group3,1,8225.263339,2960.028547,1764.672208,2002.726142,53.90732789,5712.150296,4,4
